X,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
WBGene00000754,2456,2263,3217,4766,6519,5850
WBGene00000755,14,28,27,8,15,26
WBGene00000756,11,2,4,6,15,20
WBGene00000757,2092,2179,2626,3612,5114,4665
WBGene00000758,0,0,1,0,0,0
WBGene00000759,18,15,23,15,20,16
WBGene00000760,7,11,13,13,15,21
WBGene00000761,1059,1119,1139,1268,1435,1364
WBGene00000762,1057,1090,1056,1048,1351,1359
WBGene00000763,702,716,684,595,910,854
WBGene00000764,518,609,606,582,769,752
WBGene00000765,1698,1862,2096,2119,2840,2751
WBGene00000766,1454,1469,1684,1426,1891,1743
WBGene00000767,2683,2842,3039,2860,3712,2464
WBGene00000768,74,92,103,79,135,120
WBGene00000770,2195,2054,2487,2483,3011,2065
WBGene00000771,33,36,52,24,34,34
WBGene00000772,8022,7606,8890,8416,10514,6872
WBGene00000773,3240,3422,3608,3479,4614,4172
WBGene00000774,3124,3382,3352,3057,4182,3337
WBGene00000775,112,108,149,157,197,187
WBGene00000776,24938,26588,21262,23966,32961,25889
WBGene00000777,7982,7689,8712,8976,11969,11043
WBGene00000778,115,165,132,96,134,138
WBGene00000779,673,661,896,1052,1358,1512
WBGene00000780,921,950,937,959,1227,1225
WBGene00000781,21625,25292,14998,21300,28575,15060
WBGene00000782,116,162,89,67,85,47
WBGene00000783,1954,2199,2143,2068,2657,2293
WBGene00000784,16644,19815,11707,18962,24247,14202
WBGene00000785,2057,2115,1613,2966,3853,2685
WBGene00000786,14448,16369,14349,16173,22113,14313
WBGene00000787,1955,1989,1986,1925,2563,2213
WBGene00000788,3651,3767,3534,3924,5072,4375
WBGene00000789,2701,3006,2720,2522,3205,2953
WBGene00000792,1271,1462,1328,730,1045,766
WBGene00000793,1079,1108,1106,1023,1398,1376
WBGene00000794,5324,5639,5822,5408,6946,5607
WBGene00000795,732,782,741,681,883,715
WBGene00000796,6092,6239,6590,5956,7585,5169
WBGene00000797,586,536,617,582,897,838
WBGene00000798,814,791,914,863,1224,1248
WBGene00000799,593,584,477,491,668,638
WBGene00000800,7727,7793,8235,7564,9841,7459
WBGene00000801,640,699,628,486,702,492
WBGene00000802,49539,54538,52102,42587,57505,41085
WBGene00000803,1156,1090,1226,1162,1455,920
WBGene00000804,2900,2876,2995,3046,4341,4568
WBGene00000812,3515,3684,3688,3375,4551,3668
WBGene00000813,3879,4254,4267,4008,5148,5064
WBGene00000814,7170,7803,7826,7343,9110,10242
WBGene00000815,4107,4524,4631,4412,5728,5698
WBGene00000816,4067,4446,4333,4196,5467,5161
WBGene00000817,3449,3565,3712,3523,4810,4464
WBGene00000818,3729,3796,4048,3773,4753,3521
WBGene00000819,22,24,25,31,34,29
WBGene00000820,31,31,28,20,30,16
WBGene00000821,6,8,3,4,11,9
WBGene00000822,519,576,728,609,930,883
WBGene00000829,23708,26575,24806,31133,31390,28824
WBGene00000830,1080,1126,1038,1063,1446,1121
WBGene00000831,2314,2378,2221,2126,3029,2527
WBGene00000832,1233,1327,1256,900,1290,1183
WBGene00000833,22304,24511,22315,22720,29585,21405
WBGene00000834,4873,5295,5442,4880,6206,4642
WBGene00000835,965,907,968,973,1307,1369
WBGene00000836,6933,7705,7076,6305,8928,6761
WBGene00000837,8945,9081,9475,8568,11515,7835
WBGene00000838,8751,8759,9621,8987,11685,8116
WBGene00000839,4350,4466,4912,4627,5584,4992
WBGene00000840,4098,4356,4505,4175,5179,4089
WBGene00000841,194,189,193,193,234,230
WBGene00000843,3800,3925,4249,4149,5887,5798
WBGene00000845,175,191,214,227,258,319
WBGene00000846,4441,4491,4759,4657,6189,5518
WBGene00000851,13,7,5,8,18,7
WBGene00000853,30,43,35,34,33,28
WBGene00000854,2278,2510,2493,2290,2866,2501
WBGene00000857,141,161,137,130,155,157
WBGene00000858,181,194,184,97,168,162
WBGene00000859,0,1,1,0,0,1
WBGene00000860,1,3,0,1,3,1
WBGene00000861,1,1,0,1,1,0
WBGene00000862,24,17,15,15,30,18
WBGene00000863,5377,5417,5922,5093,6857,5625
WBGene00000864,55,72,70,44,72,56
WBGene00000865,21884,22377,21553,19747,26595,18699
WBGene00000866,5561,5149,6075,6644,8419,8087
WBGene00000867,11176,10599,12489,13061,16727,15217
WBGene00000868,44678,45917,43523,41046,55666,42263
WBGene00000869,9904,10725,10375,10595,14205,14625
WBGene00000870,1883,2109,2047,1173,1618,1636
WBGene00000871,7052,6906,8020,7806,9652,7211
WBGene00000872,3977,4260,4193,3453,4574,2981
WBGene00000874,3717,3959,3853,3491,4626,4011
WBGene00000875,10364,10366,10578,9423,12615,8943
WBGene00000876,4588,4484,4839,4265,5456,3705
WBGene00000877,2882,3019,3273,3379,4452,4868
WBGene00000878,88,123,106,73,127,115
WBGene00000879,7140,7270,7678,7374,10380,10354
WBGene00000880,3504,3608,3776,3621,4540,3642
WBGene00000881,11930,12864,12121,10091,14428,12739
WBGene00000882,694,789,787,602,911,987
WBGene00000883,39483,40002,41482,43076,61908,56842
WBGene00000884,3651,3945,3385,2746,3733,3055
WBGene00000885,1671,1674,1918,2042,2471,2548
WBGene00000886,1903,1882,2057,2050,2577,2647
WBGene00000887,1300,1416,1540,1474,2141,2176
WBGene00000888,1965,2079,2168,2149,2900,2940
WBGene00000889,3255,3393,3563,3158,4481,3922
WBGene00000890,3196,3521,3585,3311,4198,4215
WBGene00000891,3459,3722,3593,3340,4482,3680
WBGene00000892,2139,2310,2274,2198,2596,2530
WBGene00000893,46,63,36,37,50,39
WBGene00000894,13064,12011,14542,14430,18197,13313
WBGene00000895,19,21,24,16,26,20
WBGene00000896,4077,4277,3953,4325,5875,5705
WBGene00000897,1747,1758,2016,1787,2435,2065
WBGene00000898,6903,7454,7431,6164,8074,5335
WBGene00000899,1204,1264,1228,987,1332,916
WBGene00000900,2091,2124,2171,2269,2803,2114
WBGene00000901,1617,1682,1691,1495,1914,1621
WBGene00000902,38,71,73,32,48,51
WBGene00000903,102,91,93,72,119,80
WBGene00000904,631,616,727,466,705,650
WBGene00000905,39,59,52,32,55,42
WBGene00000906,59,74,62,37,56,68
WBGene00000907,13,30,15,15,25,16
WBGene00000908,588,636,529,451,605,417
WBGene00000910,450,464,500,419,498,488
WBGene00000911,7727,8149,8315,6661,8574,4951
WBGene00000912,6907,7171,7038,6744,8028,6257
WBGene00000913,27616,27203,31382,31060,39237,27428
WBGene00000914,1138,1219,1439,1341,1671,1189
WBGene00000915,91666,97710,95902,88280,117095,74345
WBGene00000917,970,1049,1077,971,1401,1246
WBGene00000920,37,49,33,49,57,58
WBGene00000923,2092,2031,2233,2281,3136,2775
WBGene00000928,318,451,433,199,315,431
WBGene00000929,1396,1546,1342,1257,1666,1345
WBGene00000930,3,0,3,11,3,9
WBGene00000931,12487,13160,13665,10999,14478,8947
WBGene00000932,13,22,18,12,20,23
WBGene00000933,1886,1920,2139,1955,2636,2657
WBGene00000934,24,26,19,17,35,23
WBGene00000935,12851,12863,14426,14358,17908,12061
WBGene00000936,123,112,117,123,146,144
WBGene00000937,2524,2616,2717,2420,3186,2260
WBGene00000938,8283,8823,8523,7702,9241,8167
WBGene00000939,9203,9441,9201,7764,10571,6937
WBGene00000940,1904,2006,2106,2003,2705,2263
WBGene00000941,1040,1087,1301,1338,1725,1851
WBGene00000942,742,860,852,629,960,609
WBGene00000950,42,50,40,60,75,52
WBGene00000951,77,66,59,58,73,63
WBGene00000952,22,16,20,13,13,12
WBGene00000953,71,64,53,41,69,66
WBGene00000955,68,86,91,55,80,73
WBGene00000958,298,378,345,182,231,246
WBGene00000959,1009,1133,984,733,1041,916
WBGene00000960,11,20,11,14,21,10
WBGene00000961,4080,4527,4242,2422,3428,2369
WBGene00000962,23883,25200,23463,17616,25638,11223
WBGene00000963,494,506,476,330,487,465
WBGene00000964,161,144,158,152,203,206
WBGene00000965,2521,2602,2763,2806,3661,3511
WBGene00000966,125,119,131,291,365,412
WBGene00000967,937,992,944,1324,1713,1695
WBGene00000968,44,58,41,29,42,43
WBGene00000969,349,343,354,225,333,341
WBGene00000970,3025,3273,3387,3554,4497,4501
WBGene00000971,14,14,17,28,32,42
WBGene00000972,96,151,117,52,76,96
WBGene00000973,660,727,751,666,925,776
WBGene00000974,805,822,863,886,1174,1252
WBGene00000975,1174,1243,1217,1331,1757,1577
WBGene00000976,3742,4106,4166,3829,4921,5053
WBGene00000977,227,266,222,282,400,360
WBGene00000978,23,21,24,16,31,21
WBGene00000979,45,49,64,40,38,66
WBGene00000980,528,496,700,675,858,828
WBGene00000981,420,511,393,402,587,502
WBGene00000982,1194,1258,1349,1169,1527,1668
WBGene00000983,180,187,213,425,516,549
WBGene00000984,517,575,499,567,660,621
WBGene00000985,5531,5674,6244,6085,7879,7698
WBGene00000986,64,67,56,90,93,101
WBGene00000987,1973,2155,2337,2310,2855,3181
WBGene00000988,262,353,280,225,373,346
WBGene00000989,143,107,99,382,466,581
WBGene00000990,578,634,653,431,615,578
WBGene00000991,1829,1926,1739,1990,2499,2114
WBGene00000992,181,264,228,170,221,243
WBGene00000993,695,774,735,740,1000,963
WBGene00000994,2407,2648,2578,2481,3196,2967
WBGene00000995,4550,4698,4758,3617,4824,3452
WBGene00000996,2395,2632,2577,2678,3605,3565
WBGene00000998,1364,1641,1499,999,1725,561
WBGene00001000,1175,1416,1289,1032,1540,1184
WBGene00001001,4526,4777,5091,4658,5853,5203
WBGene00001002,5059,5482,5357,4721,6260,5767
WBGene00001005,10040,10513,9885,10321,14742,14721
WBGene00001006,4882,6073,6007,3120,4402,3369
WBGene00001007,3028,3121,3316,2974,4142,3227
WBGene00001008,1721,1891,1628,1423,1874,1440
WBGene00001016,4087,3956,4561,3949,5045,3121
WBGene00001017,7116,7347,7301,5725,7467,4927
WBGene00001018,2878,3211,3311,2944,4093,3895
WBGene00001019,3220,3321,3586,3409,4376,3871
WBGene00001020,1438,1606,1813,1883,2259,2497
WBGene00001021,305,362,393,413,512,514
WBGene00001022,871,856,891,956,1203,1196
WBGene00001023,18505,18513,20103,19114,23485,16416
WBGene00001025,2007,2195,2118,1732,2284,1765
WBGene00001026,5258,5539,6083,5567,6667,6442
WBGene00001027,1745,1773,1868,1701,2199,2023
WBGene00001028,2241,2207,2576,2489,3032,3076
WBGene00001029,9710,10047,10647,10119,11989,8530
WBGene00001030,13213,13694,12826,12121,15594,12618
WBGene00001031,6276,6634,6880,6904,9016,9181
WBGene00001032,1618,1683,1556,1351,1831,1889
WBGene00001033,1082,1213,1403,1397,1635,1535
WBGene00001034,2464,2576,2865,2793,3489,3981
WBGene00001035,2256,2204,2460,2290,2818,1825
WBGene00001036,1250,1187,1395,1431,1807,1656
WBGene00001037,12317,13080,12846,12243,16146,16217
WBGene00001038,7932,8574,7866,7926,9591,9488
WBGene00001039,430,489,497,524,639,693
WBGene00001040,3022,3266,3373,3424,3802,3938
WBGene00001041,3607,3732,3719,3460,4506,4336
WBGene00001042,173,220,203,164,245,261
WBGene00001043,3228,3390,3469,3240,4317,3057
WBGene00001044,967,905,1197,1196,1395,1675
WBGene00001045,2293,2484,2461,1699,2469,2243
WBGene00001046,1901,1904,2139,2134,2527,2347
WBGene00001047,7842,8275,8399,7363,9444,6522
WBGene00001048,1802,1813,1889,1923,2342,2234
WBGene00001049,3035,3092,3328,2925,3838,2599
WBGene00001050,1645,1695,1845,1830,2314,1916
WBGene00001051,7628,7525,7869,7804,10743,9980
WBGene00001052,37,35,38,30,42,33
WBGene00001053,85,123,100,75,115,103
WBGene00001054,69,71,62,69,80,56
WBGene00001055,1247,1303,1126,1102,1416,936
WBGene00001056,12187,12547,12298,11321,14866,10213
WBGene00001057,3122,3371,3490,3201,4184,3386
WBGene00001058,8036,8064,8875,9073,11843,9499
WBGene00001059,259,264,252,294,345,333
WBGene00001060,2865,3031,3196,3104,3973,3944
WBGene00001061,5641,5443,5890,5614,6923,4921
WBGene00001062,1,1,3,0,0,0
WBGene00001063,72,128,89,71,66,72
WBGene00001064,264,417,344,147,298,293
WBGene00001065,127,205,175,99,130,169
WBGene00001066,303,532,428,217,304,561
WBGene00001067,284,608,404,193,332,463
WBGene00001068,67,99,77,35,64,56
WBGene00001069,178,306,229,134,214,231
WBGene00001070,39,108,105,33,61,80
WBGene00001071,47,84,77,42,57,112
WBGene00001072,665,999,801,480,714,719
WBGene00001073,5618,5983,5913,5196,6906,6520
WBGene00001074,310,704,462,212,332,632
WBGene00001075,4183,5353,4417,2117,3201,2476
WBGene00001076,3523,4323,3551,1872,2793,2306
WBGene00001077,1781,2080,1882,1444,2006,1612
WBGene00001078,448,444,514,547,642,704
WBGene00001079,11,19,19,7,17,19
WBGene00001080,3528,4029,3978,2899,3764,2720
WBGene00001081,5755,6073,5669,3559,4984,2154
WBGene00001082,2238,2421,2305,2013,2620,2208
WBGene00001085,8004,8367,8264,6393,8620,5296
WBGene00001086,4418,4710,4452,2937,3923,2237
WBGene00001087,7712,8197,7976,6354,8625,6004
WBGene00001088,4422,4309,3947,3804,5587,4835
WBGene00001089,1103,1225,1222,971,1249,872
WBGene00001090,3075,3228,3268,3122,3897,2787
WBGene00001091,1415,1554,1336,1195,1457,918
WBGene00001092,1678,1719,1939,2169,2560,2480
WBGene00001093,7543,7677,8255,8011,9801,6571
WBGene00001094,8790,9060,9271,9083,12118,10151
WBGene00001095,1095,1175,1347,1310,1632,1747
WBGene00001096,8,8,2,3,5,3
WBGene00001099,869,952,888,925,1203,782
WBGene00001101,1738,1756,1922,1457,1870,1521
WBGene00001102,5628,5636,5909,5066,6828,5160
WBGene00001103,301,308,288,198,293,290
WBGene00001104,2330,2535,2208,1689,2638,2371
WBGene00001105,599,721,633,286,472,433
WBGene00001106,0,0,1,0,1,0
WBGene00001107,9,9,4,4,6,4
WBGene00001108,27,42,36,27,40,40
WBGene00001109,14,14,12,6,20,13
WBGene00001110,1924,2052,2123,2076,2614,1735
WBGene00001111,16,29,5,11,18,12
WBGene00001112,4763,4797,5344,5217,6375,6867
WBGene00001113,207,215,173,126,186,214
WBGene00001115,294,289,279,226,323,242
WBGene00001116,140,137,110,68,160,81
WBGene00001117,97,102,87,55,87,75
WBGene00001118,251,269,237,160,211,163
WBGene00001119,209,287,228,210,379,249
WBGene00001121,36,66,49,22,36,25
WBGene00001122,46,45,30,29,58,46
WBGene00001123,493,569,545,223,319,326
WBGene00001127,83,75,96,60,82,50
WBGene00001129,18,19,11,12,23,15
WBGene00001130,2647,2838,2992,2614,3409,2463
WBGene00001131,2642,2644,2595,1684,2185,1341
WBGene00001132,715,825,787,728,945,863
WBGene00001133,21,15,10,19,20,23
WBGene00001134,4678,4805,4861,4599,5763,4060
WBGene00001135,52,49,43,37,56,50
WBGene00001136,13,22,28,21,25,29
WBGene00001137,24697,24481,27652,27052,35135,23918
WBGene00001145,834,811,828,683,877,731
WBGene00001147,1,2,0,0,1,2
WBGene00001148,1974,1977,1985,1500,2084,1523
WBGene00001149,5734,5876,4683,4371,5838,4065
WBGene00001150,68,65,54,62,113,91
WBGene00001151,919,951,998,954,1348,1279
WBGene00001152,364,420,414,432,513,517
WBGene00001153,2819,2838,3027,3014,4048,3350
WBGene00001154,1219,1338,1349,1381,1886,1973
WBGene00001155,3438,3806,3866,4146,5329,4827
WBGene00001156,1413,1417,1053,1123,1664,1427
WBGene00001157,218,220,221,280,363,344
WBGene00001158,58,48,65,113,133,129
WBGene00001159,78,98,94,58,90,76
WBGene00001160,5120,5311,5580,4714,6382,4694
WBGene00001161,3992,4093,4233,3861,5037,4008
WBGene00001162,1100,1129,1307,1256,1453,1523
WBGene00001163,105,131,109,98,111,139
WBGene00001164,23,33,25,44,56,58
WBGene00001165,956,1074,945,596,905,763
WBGene00001166,11780,12313,11907,10463,13897,10362
WBGene00001167,151698,159478,151713,140782,186928,112915
WBGene00001168,342698,355571,356426,347835,476676,368646
WBGene00001169,20899,23529,20869,15274,22577,17794
WBGene00001170,61,61,73,47,71,74
WBGene00001171,120,119,121,75,113,96
WBGene00001172,1661,1541,1494,1366,1726,1208
WBGene00001173,13682,14072,14200,13951,17540,15716
WBGene00001174,44,43,48,48,50,49
WBGene00001175,193,191,220,235,275,282
WBGene00001177,2373,2377,2450,2109,2770,2093
WBGene00001178,964,920,1046,986,1281,857
WBGene00001179,585,652,595,556,751,607
WBGene00001182,289,326,290,266,351,246
WBGene00001184,502,485,454,400,526,362
WBGene00001185,3,4,1,2,8,4
WBGene00001186,2654,2708,2707,2306,3175,2779
WBGene00001187,483,542,539,389,524,403
WBGene00001188,94,55,58,69,71,68
WBGene00001189,1272,1148,1181,982,1491,938
WBGene00001190,87,80,88,78,101,89
WBGene00001193,790,841,872,898,1144,1034
WBGene00001194,8908,8902,9567,8652,10971,7555
WBGene00001196,4033,5092,5136,3551,4662,4815
WBGene00001202,50,52,44,51,53,45
WBGene00001204,41,47,39,36,39,35
WBGene00001207,255,275,229,143,241,188
WBGene00001208,937,1027,973,775,1054,835
WBGene00001209,14094,14494,14594,12199,16052,8799
WBGene00001210,128,195,172,91,100,88
WBGene00001211,16,15,12,7,13,12
WBGene00001214,5158,5168,5850,5299,6672,5645
WBGene00001215,4062,4358,4404,4170,4920,4478
WBGene00001223,0,2,1,1,0,1
WBGene00001224,3091,3180,3371,3178,3945,3108
WBGene00001225,10972,11538,11722,10188,13426,10174
WBGene00001226,11489,12401,12384,11182,14482,9707
WBGene00001227,8254,8479,8325,7748,10667,7090
WBGene00001228,7022,7544,7019,6840,9313,6470
WBGene00001229,4959,5101,5115,5045,6354,6726
WBGene00001230,4061,4291,4097,3942,5324,3851
WBGene00001231,4354,4486,4536,4563,5784,5090
WBGene00001232,7266,7519,7294,6731,9671,7485
WBGene00001233,3215,3116,3308,3330,4522,4586
WBGene00001234,3041,2987,3258,3388,4581,4264
WBGene00001235,1603,1747,1679,1640,2347,2333
WBGene00001236,1346,1476,1325,1280,1733,1508
WBGene00001237,0,0,1,1,2,0
WBGene00001239,9548,9945,8429,9309,12503,10299
WBGene00001240,2942,3189,2536,2931,4151,3478
WBGene00001241,3782,4009,4202,4142,5509,5177
WBGene00001242,79,62,80,71,100,107
WBGene00001243,4325,5228,3764,4587,5977,5069
WBGene00001244,4893,6069,4161,5650,6811,6139
WBGene00001245,7,8,3,2,4,3
WBGene00001246,8,9,9,15,11,10
WBGene00001247,60,65,45,67,85,61
WBGene00001248,195,249,185,152,209,153
WBGene00001249,1401,1563,1409,993,1367,1120
WBGene00001250,340,371,322,305,451,324
WBGene00001251,364,392,332,320,414,314
WBGene00001252,15,22,15,18,28,25
WBGene00001253,371,417,380,232,368,348
WBGene00001258,8968,10219,9714,8187,10715,8165
WBGene00001259,22624,23645,23567,19813,26038,18163
WBGene00001262,5312,5652,6304,6012,7361,5661
WBGene00001263,2119,2269,2497,2344,3263,2581
WBGene00001281,4084,4295,4310,4024,5356,4199
WBGene00001284,3759,4097,4218,3796,4851,3906
WBGene00001303,4921,5205,4937,5159,7493,7739
WBGene00001309,3462,3557,3709,3987,4936,5165
WBGene00001310,2,4,1,3,7,1
WBGene00001311,25,20,21,12,28,30
WBGene00001320,8668,8558,8687,8873,11118,8022
WBGene00001324,3937,4123,4117,3610,4808,4005
WBGene00001325,1529,1577,1659,1303,1610,1071
WBGene00001328,1616,1703,1677,1213,1594,839
WBGene00001329,4803,4913,5130,4846,6160,4985
WBGene00001330,1401,1571,1394,1223,1695,1365
WBGene00001331,2630,2952,2794,2417,3191,3285
WBGene00001332,2797,2819,3178,3144,3838,3386
WBGene00001333,10391,10904,10596,10108,12697,8323
WBGene00001334,3861,4040,4221,4013,5167,4425
WBGene00001335,581,640,645,574,743,733
WBGene00001336,6498,7232,7352,6703,8902,6995
WBGene00001337,8659,9072,9437,8260,10473,6755
WBGene00001338,896,960,999,898,1173,1158
WBGene00001340,3532,3398,3676,3298,4388,3312
WBGene00001345,557,615,540,530,625,423
WBGene00001352,7394,8340,7890,6976,8950,6540
WBGene00001358,695,673,811,676,943,929
WBGene00001365,1359,1626,1585,1286,1644,1606
WBGene00001366,612,749,660,489,678,537
WBGene00001368,449,459,500,340,464,349
WBGene00001371,1037,1080,1187,1243,1674,1542
WBGene00001372,2559,2587,2915,2924,3739,3244
WBGene00001373,12,20,16,15,17,20
WBGene00001374,78,62,69,48,71,59
WBGene00001377,690,675,710,446,585,561
WBGene00001385,13994,12870,15311,16100,20193,18799
WBGene00001386,43678,36090,46255,44940,60165,45778
WBGene00001387,367,284,705,886,1457,1875
WBGene00001388,15,23,13,20,19,19
WBGene00001389,98,73,109,115,135,155
WBGene00001390,2378,1840,2221,2530,2869,2635
WBGene00001391,251,254,215,192,228,211
WBGene00001392,1854,1661,1851,2078,2731,2538
WBGene00001393,19061,20268,18424,20581,26129,24677
WBGene00001394,49673,54263,38898,40960,55473,45549
WBGene00001395,5411,6161,5205,5916,7058,6781
WBGene00001396,16118,17902,13629,13371,18122,16757
WBGene00001397,1508,1666,1340,2137,2738,2762
WBGene00001398,14105,15138,11775,10990,14920,13277
WBGene00001399,399,397,331,516,703,606
WBGene00001400,9,8,13,5,17,7
WBGene00001401,1006,1077,1388,1058,1503,1311
WBGene00001402,802,849,972,878,1155,1180
WBGene00001403,333,392,323,258,325,307
WBGene00001404,2763,2732,2971,3333,4404,4021
WBGene00001405,3372,3675,3854,3556,4603,4836
WBGene00001406,908,942,1008,955,1247,1117
WBGene00001410,90,107,102,74,103,86
WBGene00001411,2612,2724,2798,2660,3477,2693
WBGene00001412,4705,4868,5258,5254,7048,6409
WBGene00001413,2436,2432,2550,2832,3523,3729
WBGene00001414,105,100,93,91,115,73
WBGene00001423,14669,14160,15717,16358,20893,19429
WBGene00001424,1,1,0,3,2,0
WBGene00001425,777,788,840,873,1066,1053
WBGene00001426,3591,3816,3797,3502,5106,4686
WBGene00001427,8730,8819,8501,8998,12829,12303
WBGene00001428,469,621,575,410,581,600
WBGene00001429,46,65,54,31,42,53
WBGene00001430,511,676,596,489,694,587
WBGene00001431,8996,9018,9649,8935,11878,8016
WBGene00001432,330,412,403,190,293,296
WBGene00001433,773,824,841,860,1172,1150
WBGene00001434,11,8,13,6,5,7
WBGene00001435,1340,1357,1132,1023,1472,1066
WBGene00001436,880,975,733,600,960,715
WBGene00001437,91,113,101,69,75,106
WBGene00001438,61,66,51,56,59,44
WBGene00001439,1639,1779,1666,1258,1666,1235
WBGene00001440,94,95,110,63,85,97
WBGene00001441,1263,1304,1246,1137,1493,1022
WBGene00001442,9,16,14,9,12,14
WBGene00001443,5250,5478,5705,5062,6176,4670
WBGene00001444,402,393,441,411,551,504
WBGene00001445,63,59,59,53,91,59
WBGene00001446,149,152,133,116,164,123
WBGene00001447,67,61,61,58,103,68
WBGene00001448,134,179,152,125,154,167
WBGene00001449,673,610,599,693,833,880
WBGene00001450,111,99,90,98,126,103
WBGene00001451,119,120,105,118,152,149
WBGene00001452,386,379,369,315,427,375
WBGene00001453,434,455,381,300,446,414
WBGene00001454,147,133,128,134,179,150
WBGene00001455,190,189,192,189,241,221
WBGene00001456,125,64,80,99,137,121
WBGene00001457,501,490,479,475,600,648
WBGene00001458,149,160,199,128,174,213
WBGene00001459,218,214,215,175,259,228
WBGene00001460,187,170,204,190,228,209
WBGene00001461,378,314,348,327,399,379
WBGene00001462,143,151,124,144,187,159
WBGene00001463,49,58,47,51,79,64
WBGene00001464,85,81,62,47,75,67
WBGene00001465,188,202,148,189,241,171
WBGene00001466,40,46,33,36,37,38
WBGene00001468,59,66,38,66,102,64
WBGene00001470,3306,3713,3720,2743,3635,2351
WBGene00001475,1288,1725,1556,649,970,779
WBGene00001476,65,92,70,57,70,65
WBGene00001477,5239,6410,2684,2027,3483,1537
WBGene00001478,130,117,182,186,247,301
