transcript_stable_ID,Nr35 counts,Nr36 counts,Nr37 counts,Nr38 counts
F57C2.1,252,219,205,253
F47C10.2,4,4,6,2
B0047.2,33,23,21,35
F59H6.12,114,107,93,128
W05G11.5,3,2,2,2
F45C12.7,673,639,666,803
F45C12.12,137,111,141,158
F45C12.6,319,319,284,349
F45C12.4,94,96,96,95
F15D4.1,3879,3692,3754,4072
R06C7.8,11314,10693,9776,11137
Y54G9A.6,4674,4617,4146,4461
ZK678.8,216,193,165,188
T07F10.4,249,147,196,147
T07F10.4,374,227,301,243
T23F2.1,1158,878,1051,910
F57B9.5,3741,3230,2997,3665
C01A2.1,69,70,84,58
C01A2.2,72,66,71,76
C01A2.2,197,186,209,215
C01A2.4,1014,940,794,984
C01A2.6,3,0,2,3
C01A2.9,1,0,1,2
C01B10.10,386,317,272,330
C01B10.11,1758,1497,1536,1643
C01B10.3,604,501,478,488
C01B10.4,118,119,101,108
C01B10.6,4024,3597,4116,4533
C01B10.6,3944,3523,4025,4420
C01B10.7,1,1,2,1
C01B10.8,2716,2539,2369,2785
C01B10.9,2946,2685,2281,2642
C01B12.8,688,686,566,739
C01B4.6,0,0,0,0
C01B4.7,0,0,0,0
C01B4.8,0,0,0,0
C01B7.7,0,0,0,0
C01B9.1,81,73,58,54
C01B9.1,85,76,61,57
C01C10.2,171,169,147,166
C01C10.2,278,260,230,270
C01C4.2,4,5,2,3
C01C4.3,147,120,118,122
C01C4.3,192,148,170,156
C01F1.3,1727,1571,1507,1699
C01F1.3,530,464,392,464
C01F1.4,23,17,12,16
C01F1.5,99,75,72,68
C01F1.6,2406,2372,2065,2653
C01F6.2,41,21,37,35
C01F6.9,1080,1296,1149,1409
C01G10.1,7,8,2,6
C01G10.10,508,522,477,492
C01G10.14,0,0,0,0
C01G10.15,12,11,7,19
C01G10.16,4,2,1,3
C01G10.17,3,1,2,4
C01G10.18,0,0,0,0
C01G10.4,0,1,1,1
C01G10.5,0,2,1,0
C01G10.6,37,15,22,10
C01G10.7,1317,1341,1237,1421
C01G10.9,318,302,294,319
C01G12.13,1,0,0,1
C01G12.3,76,92,56,89
C01G12.5,4,4,2,5
C01G12.7,14,13,13,12
C01G12.9,1,2,2,1
C01G5.3,0,0,0,2
C01G5.4,0,1,3,0
C01G5.5,739,633,569,701
C01G5.7,4,4,3,6
C01G5.9,175,108,132,157
C01G6.2,9,9,9,10
C01G6.3,8138,7707,7545,8239
C01G6.4,1482,1384,1319,1573
C01G6.5,10875,9970,8938,11040
C01G6.9,230,182,173,156
C01G8.1,7794,7603,7734,8500
C01G8.1,7071,6932,7141,7826
C01H6.3,19,15,14,15
C01H6.4,272,218,170,220
C01H6.8,195,153,178,156
C01H6.8,214,172,189,176
C02B10.3,1526,1265,1193,1246
C02B10.4,3837,3692,3596,4158
C02B10.5,2906,3006,2964,3277
C02B10.6,0,0,0,0
C02B4.3,0,2,0,1
C02B8.1,12,9,11,9
C02B8.3,36,28,32,31
C02B8.6,599,494,482,522
C02B8.7,0,0,0,0
C02D5.2,226,224,209,188
C02D5.2,272,256,246,232
C02E7.10,2,0,2,0
C02E7.6,256,211,203,414
C02E7.7,150,130,151,144
C02E7.8,0,1,0,1
C02F12.5,1790,1614,1603,1729
C02F12.8,1027,976,934,1066
C02F12.9,4,5,6,1
C02F4.4,88,65,86,80
C02F4.5,0,0,0,1
C02F5.10,37,25,23,26
C02F5.12,467,389,328,387
C02F5.13,687,646,576,695
C02F5.14,149,116,124,142
C02F5.2,6,6,1,8
C02F5.3,2395,2139,2054,2303
C02F5.5,4,5,1,1
C02G6.3,16,6,8,12
C02H6.1,2,2,0,2
C03A3.1,400,367,357,356
C03A3.1,429,392,381,376
C03A3.2,1624,1456,1482,1735
C03A3.3,14,14,15,7
C03A7.13,35,35,23,36
C03B1.1,3,2,2,1
C03B1.10,2,5,1,4
C03B1.13,204,192,207,217
C03B1.14,101,96,82,89
C03B1.2,1,7,5,6
C03B1.3,0,0,1,0
C03B1.4,3,2,0,0
C03B1.5,13,17,8,15
C03B1.6,2,4,2,2
C03B1.6,2,2,1,2
C03B1.7,450,398,347,438
C03B1.9,0,0,0,0
C03B8.2,18,16,15,9
C03B8.3,4,2,0,1
C03C10.2,21,28,20,29
C03C10.5,74,75,68,91
C03C10.7,6,4,7,3
C03C11.1,4,2,4,2
C03D6.1,1616,1538,1530,1837
C03E10.1,1,0,0,0
C03E10.3,28,21,27,18
C03F11.2,13,15,16,15
C03F11.4,151,154,115,145
C03G6.17,103,73,81,85
C03G6.5,20,25,19,15
C03G6.6,2,1,2,0
C03H12.1,995,917,793,910
C03H5.3,1723,1574,1314,1764
C03H5.5,224,159,170,180
C03H5.6,124,97,111,78
C03H5.7,28,35,27,28
C04A11.1,56,41,49,51
C04A11.2,424,421,435,474
C04A11.5,20,13,10,23
C04B4.1,0,0,0,2
C04B4.2,2019,1906,1825,2110
C04B4.4,0,0,2,0
C04B4.5,0,0,0,0
C04B4.6,0,0,0,0
C04C11.1,118,121,96,107
C04C3.4,0,1,0,1
C04C3.6,3,0,5,0
C04C3.7,0,0,1,0
C04E12.10,0,2,2,1
C04E12.2,58,62,50,64
C04E12.4,354,278,264,289
C04E12.5,19,22,21,25
C04E12.6,0,0,1,0
C04E6.11,2675,2509,2208,2585
C04E6.13,19,16,19,17
C04E6.4,2,0,1,1
C04E6.5,0,0,0,1
C04E6.7,127,115,108,115
C04E6.8,0,1,0,2
C04E7.1,0,0,0,0
C04E7.3,131,110,94,105
C04E7.5,15,12,16,12
C04F1.1,7,7,2,5
C04F12.1,1748,1640,1543,1617
C04F12.12,0,1,0,0
C04F12.5,185,168,151,232
C04F12.6,3,1,2,1
C04F12.7,80,69,70,67
C04F12.8,295,224,219,222
C04F5.2,0,1,0,0
C04F5.8,1425,1289,1265,1465
C04F5.9,1028,974,881,1034
C04G2.10,113,115,117,132
C04G2.5,1,0,1,0
C04G2.9,6,9,2,14
C04G6.10,9,11,3,5
C04G6.11,0,0,0,0
C04G6.13,2,0,1,1
C04G6.2,3,4,9,5
C04G6.4,1344,1124,1178,1327
C04G6.5,5,8,3,10
C04G6.6,59,62,48,80
C04G6.7,22,9,13,11
C04H4.1,1,0,0,3
C04H5.1,281,318,350,366
C04H5.7,505,496,369,401
C04H5.7,607,583,448,461
C05A9.2,656,561,554,617
C05A9.3,21,20,22,26
C05A9.4,11,8,15,15
C05B5.1,2,2,1,4
C05B5.11,2,3,0,3
C05B5.2,0,3,1,2
C05B5.4,97,93,77,102
C05B5.5,35,36,35,28
C05B5.8,235,184,208,246
C05C10.2,7727,7333,6300,7509
C05C10.2,7715,7325,6291,7505
C05C10.3,5525,5039,4590,5340
C05C10.5,6143,6206,6426,6819
C05C10.5,4554,4632,4698,5018
C05C10.5,4525,4603,4653,4985
C05C10.7,278,260,220,308
C05C10.8,0,1,0,0
C05C12.1,4,8,4,2
C05C12.4,691,578,554,649
C05C12.5,3,1,0,0
C05C12.6,20,23,20,19
C05C8.1,742,754,594,745
C05C8.1,649,660,532,683
C05C8.5,1705,1465,1283,1661
C05C8.7,3940,3508,3253,3419
C05C8.8,29,21,24,29
C05C9.1,55,41,37,26
C05C9.2,5,4,2,2
C05C9.3,87,90,79,75
C05D10.4,478,383,409,408
C05D10.4,545,416,465,461
C05D10.4,575,445,492,497
C05D11.1,6064,5742,5487,6200
C05D11.13,267,217,178,281
C05D11.5,421,408,321,435
C05D11.8,2213,1954,1767,2165
C05D11.9,3260,3025,2542,2993
C05D12.1,189,175,175,191
C05D12.2,305,270,235,244
C05D12.3,493,463,472,456
C05D12.3,475,450,460,435
C05D12.4,233,180,136,239
C05D12.5,107,94,103,121
C05D12.7,16,8,14,13
C05D2.10,3151,2925,2961,3201
C05D2.10,3438,3165,3204,3466
C05D2.8,1221,1123,1056,1207
C05D9.3,1066,1019,1041,958
C05D9.4,4,2,1,2
C05D9.7,641,615,656,727
C05D9.9,75,83,62,68
C05D9.9,59,68,46,53
C05E11.2,0,0,0,1
C05E11.3,697,574,604,589
C05E11.6,12,10,11,12
C05E11.7,66,58,54,56
C05E4.12,32,34,25,31
C05E4.7,2,1,1,1
C05E7.1,159,84,106,74
C05E7.2,82,41,58,28
C05E7.3,21,11,15,13
C05G5.1,250,185,225,199
C05G5.2,676,662,638,794
C05G5.3,146,133,109,159
C05G5.5,191,192,164,194
C05G5.7,2,1,3,8
C06A1.2,29,42,29,51
C06A1.3,4,3,6,2
C06A1.6,4,1,1,1
C06A1.7,0,0,1,0
C06A12.3,228,180,204,190
C06A12.8,0,0,0,2
C06A5.12,24,29,31,45
C06A5.2,11,7,7,4
C06A5.3,4324,3993,3534,4394
C06A5.3,4090,3756,3317,4166
C06A5.6,3721,3562,3441,3827
C06A5.8,954,915,795,988
C06A5.8,826,785,683,871
C06A6.2,1010,907,819,984
C06A6.2,1010,907,819,984
C06A6.7,5,4,6,9
C06A8.6,6,5,4,4
C06A8.8,163,114,98,111
C06A8.8,127,88,83,92
C06B3.1,1,0,0,0
C06B3.6,837,744,818,1003
C06B3.7,97,68,69,93
C06B8.11,0,0,0,0
C06B8.2,145,155,125,118
C06B8.2,141,155,128,118
C06B8.7,2531,2292,2188,2450
C06C3.10,40,23,26,19
C06C3.3,29,29,19,21
C06C3.4,94,83,74,78
C06C3.7,3,4,7,8
C06C3.9,13,8,8,7
C06C6.1,1,0,0,0
C06C6.6,0,1,0,0
C06C6.7,0,1,3,0
C06C6.8,1,0,0,1
C06C6.9,0,0,0,0
C06E1.1,475,442,428,537
C06E1.11,53,61,51,67
C06E1.7,50,41,58,53
C06E1.9,2444,2353,2183,2472
C06E2.1,63,44,49,43
C06E2.2,0,1,0,1
C06E2.5,413,416,349,467
C06E2.9,0,1,0,3
C06E4.1,0,0,0,0
C06E4.2,36,26,21,37
C06E4.5,0,1,0,0
C06E4.8,22,21,19,7
C06E7.2,326,293,239,296
C06E7.4,1293,1155,1034,1205
C06E8.5,46,40,55,26
C06G1.1,413,327,369,334
C06G1.1,353,291,325,294
C06G1.2,59,46,67,54
C06G3.3,12,7,3,10
C06G3.4,0,0,1,0
C06G3.5,1942,1693,1604,1663
C06G3.5,1771,1526,1481,1565
C06G3.6,2214,1893,1780,2118
C06G3.8,498,485,405,513
C06G4.1,4035,3738,3074,3835
C06G4.4,15,16,15,28
C06G4.6,4,6,4,5
C06H2.2,1189,1123,957,1149
C06H2.7,1001,879,803,887
C06H5.6,472,467,452,441
C06H5.8,63,58,45,69
C07A12.2,9,5,2,11
C07A12.7,1241,1094,1187,1277
C07A12.7,1241,1094,1187,1277
C07A12.7,1372,1214,1273,1407
C07A4.2,29,25,20,23
C07A4.3,21,14,8,16
C07A9.10,1,2,1,4
C07A9.12,96,82,58,85
C07A9.13,21,12,15,16
C07A9.5,22,25,28,22
C07A9.9,271,228,236,249
C07B5.2,1,1,1,1
C07B5.3,2,2,1,6
C07B5.4,227,201,249,203
C07B5.4,156,136,172,132
C07B5.6,13,8,11,13
C07C7.1,6,2,1,1
C07D10.1,124,94,101,77
C07D10.5,1657,1454,1262,1573
C07D10.6,4,3,1,2
C07D8.5,0,0,2,0
C07D8.6,4661,4594,5142,5327
C07E3.10,23,28,28,23
C07E3.3,234,202,204,238
C07E3.4,2,1,1,1
C07E3.8,10,7,5,4
C07E3.9,222,211,240,265
C07F11.2,23,23,25,27
C07G1.6,0,0,0,0
C07G1.7,1,5,4,3
C07G3.10,13,6,6,4
C07G3.8,14,12,3,9
C07H4.1,88,75,78,87
C07H6.2,581,607,516,771
C07H6.4,5451,5068,4277,5325
C07H6.9,10,13,30,28
C08A9.10,1106,988,854,1005
C08A9.3,2,1,7,5
C08B11.9,5542,5237,4822,5647
C08B6.10,187,204,186,191
C08B6.11,160,147,111,115
C08B6.14,0,0,1,0
C08B6.2,25,34,20,27
C08B6.3,124,130,101,130
C08B6.5,1,0,3,1
C08B6.6,1,0,0,0
C08B6.8,1123,1032,968,1129
C08D8.1,37,27,31,37
C08E3.1,0,0,0,0
C08E3.13,1,0,0,0
C08E3.14,0,1,0,0
C08E3.15,0,0,0,0
C08E8.1,7,1,6,7
C08E8.10,4,4,7,11
C08E8.11,0,1,0,1
C08E8.2,0,0,1,0
C08E8.3,0,0,0,0
C08E8.4,91,53,65,87
C08E8.5,0,0,0,0
C08E8.6,0,0,0,0
C08E8.9,0,0,0,0
C08F1.10,767,712,640,798
C08F1.11,162,138,110,159
C08F1.6,522,495,435,491
C08F1.8,17,16,28,22
C08F11.1,116,104,101,108
C08F11.10,0,4,1,3
C08F11.12,299,289,407,368
C08F11.13,222,188,234,224
C08F11.17,0,0,0,0
C08F11.2,0,0,0,0
C08F11.3,17,9,15,19
C08F11.7,14,17,12,23
C08F8.2b,2166,1923,1795,1994
C08F8.2b,5170,4724,4392,5170
C08F8.3,2944,2827,2872,3077
C08F8.6,7,9,5,7
C08F8.9,133,149,73,302
C08G5.1,0,1,0,0
C08G5.3a,5,3,5,5
C08G5.6,7,9,7,6
C08G5.7,12,11,10,11
C08G5.7,13,12,13,12
C08G9.1,245,227,207,219
C08G9.2,462,385,387,374
C08H9.1,42,25,34,21
C08H9.15,199,218,216,236
C08H9.16,1122,1064,877,1127
C09B7.2,331,297,289,319
C09B8.3,42,28,30,22
C09B8.4,451,411,369,462
C09B8.5,419,341,278,326
C09B8.8,22,17,20,14
C09B9.1,16,17,10,21
C09B9.2,1,0,3,0
C09B9.4,1,0,0,2
C09B9.7,2,1,0,2
C09D4.1,523,439,447,455
C09D4.1,465,382,396,394
C09D4.2,657,639,622,574
C09D4.3,10,7,11,11
C09D4.4,3760,3412,3207,3634
C09D4.4,3468,3160,2964,3340
C09D4.4,3468,3160,2964,3340
C09D4.6,1,1,0,0
C09E7.10,3,5,1,5
C09E7.4,752,692,570,641
C09E7.5,8,13,12,6
C09E7.6,50,49,55,63
C09E7.7,641,655,576,724
C09E7.8,1081,1068,940,1184
C09E7.8,1049,1027,909,1134
C09E8.1,951,819,971,944
C09E8.1,843,731,872,829
C09E9.1,537,469,421,575
C09F12.2,28,19,23,18
C09F12.3,6,11,9,5
C09F5.1,1211,1047,1095,1090
C09F5.3,14,20,12,12
C09F9.1,9,3,7,5
C09F9.2,5678,5347,5343,6108
C09G1.2,6,3,3,8
C09G1.3,1,2,4,1
C09G1.4,164,139,139,124
C09G1.5,48,53,48,57
C09G12.17,1,1,1,3
C09G12.5,0,2,0,0
C09G4.4,235,224,213,312
C09G5.7,14,6,7,13
C09G9.1,2710,2715,2704,2885
C09G9.3,2,2,8,3
C09G9.3,4,3,8,3
C09G9.5,30,18,19,27
C09G9.8,22,12,16,20
C09H10.5,836,827,807,991
C09H10.9,7,3,6,4
C10A4.1,25,21,18,23
C10A4.10,68,82,82,73
C10A4.2,1,0,0,1
C10A4.3,66,53,61,78
C10A4.4,34,35,32,38
C10A4.6,16,9,17,20
C10A4.7,3,4,3,7
C10A4.9,10,15,10,14
C10B5.1,300,278,256,279
C10B5.3,413,315,315,352
C10C5.2,83,87,68,96
C10C5.7,11,4,6,7
C10C6.3,0,0,0,0
C10C6.7b,50,40,39,44
C10C6.7b,48,39,38,44
C10E2.1,9,16,10,3
C10E2.2,52,38,45,44
C10E2.4,17,13,10,11
C10E2.5,6,10,5,5
C10F3.7,177,96,134,109
C10G11.1,1,1,2,0
C10G11.10,0,1,1,1
C10G11.6,878,877,707,852
C10G8.2,16,9,10,8
C10G8.3,0,4,6,2
C10G8.4,1376,1653,1027,2438
C10G8.8,1718,1617,1196,1558
C10G8.8,1572,1506,1087,1447
C10H11.7,0,2,1,3
C11D2.3,75,54,59,74
C11D2.4,1848,1714,1526,1854
C11D2.7,1226,1090,1050,1177
C11E4.6,894,660,724,739
C11E4.7,103,100,80,89
C11E4.8,4,1,4,3
C11G10.1,81,49,83,82
C11G6.2,5,2,2,1
C11H1.2,363,352,313,388
C11H1.3,1068,938,899,940
C11H1.5,12,3,6,15
C11H1.7,138,110,117,123
C11H1.9,738,639,728,650
C11H1.9,738,639,728,650
C12D12.1,3339,3112,3198,3682
C12D12.1,3332,3105,3196,3679
C12D12.1,3284,3046,3125,3609
C12D12.3,15,13,13,15
C12D12.4,1,0,1,1
C12D5.10,6,8,6,7
C12D5.3,24,20,20,24
C12D5.4,5,1,5,3
C12D5.5,5,4,6,2
C12D5.9,29,30,26,32
C12D8.13,0,2,0,1
C12D8.15,0,1,3,4
C12D8.9,0,0,0,0
C13A10.1,88,85,93,85
C13A10.2,16,19,16,27
C13A2.1,1,0,1,1
C13A2.10,0,0,0,0
C13A2.11,0,0,0,0
C13A2.12,3,1,0,0
C13A2.2,1,0,0,0
C13A2.3,4,1,8,0
C13A2.4,0,0,0,0
C13A2.5,3,3,2,0
C13A2.6,1,0,0,0
C13A2.7,0,0,0,0
C13A2.9,0,0,0,1
C13B4.1,2919,2904,2732,3299
C13B4.1,2901,2886,2715,3278
C13B7.6,0,0,0,0
C13B9.2,484,449,431,503
C13C12.2,263,181,206,210
C13C4.4,248,195,210,227
C13C4.6,292,282,282,272
C13C4.7,41,36,38,41
C13E3.1,383,338,265,296
C13F10.1,45,28,28,39
C13F10.1,22,14,16,28
C13F10.5,741,693,631,781
C13F10.6,2441,2386,2240,2496
C13F10.7,2187,1973,1585,2056
C13G3.1,92,98,102,124
C13G5.2,2077,1941,1922,2262
C14A11.2,195,158,146,160
C14A11.5,21,16,13,10
C14A11.6,66,43,35,44
C14A11.9,413,452,378,481
C14A4.12,277,239,243,247
C14A4.12,287,247,254,259
C14A4.13,5,3,3,5
C14A4.6,160,143,165,170
C14A4.7,104,68,64,80
C14A4.7,53,38,38,34
C14A4.8,1,0,1,2
C14A4.9,188,140,209,196
C14A6.12,0,0,0,0
C14A6.13,0,0,0,0
C14A6.3,2,2,1,3
C14A6.5,0,1,0,0
C14A6.6,0,2,0,0
C14A6.7,0,0,0,0
C14A6.8,0,0,0,0
C14B1.2,2377,2211,2110,2443
C14B1.3,494,454,444,506
C14B1.8,999,897,750,942
C14B1.9,5082,4859,4591,5285
C14B4.2,946,821,762,846
C14B9.10,755,870,685,1354
C14B9.3,154,80,112,109
C14B9.8,4672,4310,3930,4446
C14C10.1,1,2,1,2
C14C10.2,340,285,275,350
C14C10.2,340,285,275,350
C14C10.5,18341,17259,16903,19853
C14C11.1,3,5,2,5
C14C11.2,601,507,462,555
C14C11.4,117,100,114,114
C14C11.7,213,206,173,293
C14C6.12,3,3,1,4
C14C6.13,1,0,0,0
C14C6.2,707,711,725,783
C14C6.3,0,0,0,1
C14C6.5,1285,1318,1402,1555
C14C6.6,0,1,0,0
C14C6.7,0,0,0,0
C14C6.8,0,1,2,3
C14E2.1,0,1,0,3
C14E2.3,0,0,2,2
C14E2.4,0,0,0,1
C14E2.5,1,0,0,0
C14E2.6,0,2,0,0
C14E2.7,2,1,2,1
C14F11.4,420,426,364,403
C14F11.4,425,429,368,405
C14F11.6,619,574,618,673
C14F11.7,4,19,3,14
C14H10.2,2113,1748,1537,1780
C14H10.2,1980,1657,1436,1696
C14H10.3,1387,1192,1166,1185
C14H10.3,1173,985,977,971
C15A11.2,5,4,1,2
C15A11.4,182,166,177,199
C15A11.7,316,272,264,294
C15A7.2,35,37,32,19
C15B12.1,137,80,98,127
C15B12.2,8,3,4,3
C15B12.3,1,0,0,0
C15B12.4,102,113,77,79
C15B12.8,59,71,60,70
C15B12.9,8,13,4,10
C15C6.1,226,177,231,222
C15C6.2,5,6,3,9
C15C6.2,5,6,3,9
C15C6.3,2828,2839,2627,3046
C15C6.4,768,749,647,770
C15C7.4,96,68,85,75
C15C7.5,943,873,840,932
C15C7.6,16,7,8,11
C15C7.7,499,440,437,461
C15C8.4,2069,1828,1517,1951
C15C8.5,21,15,17,27
C15C8.6,5,5,7,6
C15C8.7,363,395,370,500
C15C8.8,15,7,12,16
C15F1.1,170,123,116,129
C15F1.2,62,34,52,41
C15F1.5,80,57,59,69
C15F1.5,75,54,57,68
C15F1.8,47,48,47,51
C15H11.1,0,0,0,0
C15H11.10,0,0,0,0
C15H11.11,24,20,19,24
C15H11.11,24,20,19,24
C15H11.13,0,1,0,0
C15H7.3,0,0,0,0
C15H7.4,2,3,0,0
C15H9.11,72,71,101,93
C15H9.2,9,5,15,8
C15H9.3,6,7,8,2
C15H9.4,1510,1427,1310,1437
C15H9.5,900,810,790,895
C15H9.9,1509,1454,1555,1581
C16A11.2,2016,1822,1628,1919
C16A11.2,2108,1923,1724,2025
C16A11.3,433,450,438,458
C16A11.4,2467,2313,2191,2560
C16A11.4,2556,2383,2260,2624
C16A11.5,523,536,444,591
C16A11.7,2,2,2,3
C16A3.2,442,371,330,435
C16A3.4,4723,4390,3650,4476
C16A3.5,3342,3448,3504,3636
C16A3.6,2812,2540,1979,2761
C16B8.2,64,50,45,39
C16B8.3,674,705,695,773
C16B8.4,338,320,294,332
C16C10.1,1351,1197,1236,1338
C16C10.13,12,21,10,16
C16C10.2,1455,1331,1158,1389
C16C10.4,2185,2124,2083,2294
C16C10.8,614,562,468,631
C16C10.9,13,6,8,11
C16C2.4,2956,2751,2265,2942
C16C4.1,0,0,0,0
C16C4.17,11,9,12,11
C16C8.10,0,0,0,0
C16C8.11,341,306,324,406
C16C8.12,323,298,280,321
C16C8.13,97,109,97,95
C16C8.14,290,239,210,276
C16C8.16,1377,1221,1062,1300
C16C8.17,1,2,2,0
C16C8.18,2,5,2,2
C16C8.19,0,0,0,0
C16C8.4,591,523,488,592
C16C8.5,267,235,201,234
C16C8.7,1,1,0,0
C16C8.8,0,1,0,0
C16C8.9,0,0,0,0
C16D2.1,2,2,2,0
C16D2.1,0,1,1,0
C16D2.1,2,2,2,0
C16D6.1,13,8,10,5
C16D6.3,0,0,0,0
C16D9.1,70,39,49,30
C16D9.3,4,5,3,4
C16D9.4,130,90,95,115
C16D9.5,41,40,39,14
C16D9.6,119,92,118,110
C16D9.8,2,0,3,0
C16D9.9,2,1,2,2
C16E9.1,108,59,70,75
C16E9.2,773,734,670,792
C16E9.2,145,148,116,151
C16H3.3,1392,1316,1262,1480
C16H3.3,1180,1105,1060,1231
C17A2.2,0,0,0,0
C17A2.3,0,0,0,0
C17A2.4,0,0,0,0
C17A2.7,0,0,0,0
C17B7.10,4,1,0,2
C17B7.12,0,0,0,0
C17B7.2,11,12,6,11
C17B7.3a,0,1,0,0
C17B7.4,0,0,0,1
C17B7.5,17,16,13,15
C17B7.8,0,1,2,0
C17B7.9,0,0,0,0
C17C3.1,1624,1508,1422,1592
C17C3.1,75,64,71,66
C17C3.1,51,38,36,46
C17C3.1,1368,1308,1217,1358
C17C3.1,1310,1265,1158,1294
C17C3.11,0,1,0,0
C17C3.13,0,0,0,0
C17C3.15,40,39,51,36
C17C3.2,0,0,0,0
C17C3.3,21,15,13,13
C17C3.5,9,3,7,7
C17C3.6,3,6,3,6
C17C3.9,0,1,0,0
C17D12.3,0,0,0,0
C17D12.5,2,0,3,3
C17D12.7,2679,2569,2525,2810
C17D12.9,0,0,1,1
C17E4.1,30,36,42,56
C17E4.1,32,37,44,61
C17E4.10,1359,1177,999,1125
C17E4.10,2996,2619,2237,2718
C17E4.11,355,285,263,315
C17E4.2,3868,3410,2648,3358
C17E4.4,119,104,101,144
C17E4.6,3666,3330,2919,3665
C17E7.12,103,139,122,201
C17E7.13,80,63,58,80
C17E7.4,1947,1921,1572,1942
C17E7.9,489,515,491,551
C17E7.9,489,515,491,551
C17F3.1,0,0,0,0
C17F3.3,0,0,0,2
C17F4.11,1,2,4,1
C17F4.12,0,3,0,2
C17F4.2,12,14,8,11
C17F4.3,7,8,6,5
C17F4.7,16195,17252,15466,20826
C17F4.8,35,31,27,32
C17G1.2,804,721,676,839
C17G1.5,320,289,235,253
C17G10.1,2664,2416,2228,2577
C17G10.3,2,4,3,4
C17G10.6,10,10,11,16
C17G10.6,4,4,7,11
C17G10.7,94,71,73,71
C17H1.2,0,0,0,1
C17H11.1,34,33,14,27
C17H11.2,897,843,777,876
C17H11.4,1,0,1,0
C17H11.5,4,6,6,7
C17H12.10,41,23,35,24
C17H12.11,178,148,143,193
C17H12.12,11,12,8,12
C17H12.2,4163,4002,3542,4275
C17H12.3,6,3,5,8
C17H12.5,2,4,4,0
C17H12.6,231,198,201,204
C17H12.8,4514,3828,3773,4320
C18A11.1,80,68,50,75
C18A11.2,6,6,9,12
C18A11.3,246,216,206,208
C18A11.4,32,22,16,24
C18A3.10,42,31,17,33
C18A3.11,0,1,0,0
C18A3.3,2904,2740,2190,2817
C18A3.7,2,1,3,5
C18A3.9,50,38,25,46
C18B10.6,12,9,15,10
C18B12.1,0,0,0,0
C18B12.4,1416,1302,1312,1450
C18B12.6,769,697,614,738
C18B2.1,9,6,5,6
C18B2.2,9,7,5,5
C18B2.3,268,213,255,223
C18B2.4,1169,1050,1183,1260
C18B2.5,2889,2653,2761,2684
C18B2.5,2818,2580,2687,2616
C18C4.7,75,67,52,60
C18D1.2,3,3,5,1
C18D11.1,558,478,562,546
C18D11.3,2247,2247,2105,2293
C18D11.6,5,7,7,16
C18D11.7,17,9,11,10
C18D11.9,0,0,3,1
C18D4.3,1,0,1,0
C18D4.4,1,3,4,3
C18D4.6,86,78,81,84
C18D4.6,139,146,136,148
C18D4.6,149,148,141,153
C18D4.8,62,62,64,67
C18E3.1,21,18,29,23
C18E3.3,854,747,670,829
C18E3.4,4,6,1,7
C18E3.9,1096,1134,1001,1154
C18E3.9,1135,1159,1033,1190
C18E9.2,3824,3307,2951,3551
C18E9.4,1058,1095,989,1249
C18E9.5,649,620,602,636
C18E9.7,253,177,175,197
C18E9.8,0,1,1,5
C18E9.9,365,351,329,406
C18F10.2,48,27,28,27
C18F10.7,3839,3638,3502,3903
C18F10.7,3707,3517,3368,3796
C18F10.9,0,0,0,0
C18G1.1,21,26,22,20
C18G1.6,14,24,22,16
C18G1.7,1,0,0,0
C18G1.8,2,0,1,1
C18G1.9,0,1,0,0
C18H2.2,238,231,214,290
C18H2.3,0,3,1,1
C18H2.4,18,7,18,15
C18H2.5,5,12,5,6
C18H7.1,128,60,108,54
C18H7.11,38,45,43,41
C18H7.4,0,1,1,0
C18H7.6,6,5,9,7
C18H7.7,0,1,1,1
C18H9.1,2,5,2,0
C18H9.3,5108,4796,4732,5389
C18H9.5,6,16,22,13
C18H9.6,560,621,547,546
C23F12.3,4,8,11,11
C23F12.4,246,226,194,204
C23G10.1,5,10,5,9
C23G10.1,3,6,4,7
C23G10.10,3,0,2,0
C23G10.11,18,13,19,11
C23G10.2,984,974,1015,1078
C23G10.2,1079,1049,1120,1198
C23G10.2,1095,1062,1137,1215
C23G10.5,77,67,65,71
C23G10.7,3588,3357,3127,3668
C23G10.7,3590,3360,3128,3670
C23G10.7,3570,3336,3102,3646
C23G10.8,7454,6703,6252,7273
C23H3.2,886,840,883,920
C23H3.2,830,780,836,845
C23H3.5,1608,1500,1305,1553
C23H3.9,896,730,782,814
C23H3.9,905,736,784,815
C23H3.9,393,276,322,321
C23H3.9,894,729,780,814
C23H4.6,498,440,376,514
C23H4.8,153,111,117,125
C23H5.11,9,11,4,12
C23H5.12,0,1,0,1
C23H5.8,3476,3199,3255,3687
C23H5.8,3807,3518,3537,3936
C23H5.8,3828,3539,3554,3948
C24A1.3,407,305,386,344
C24A1.3,403,302,386,341
C24A11.1,9,12,5,8
C24A11.2,11,10,7,8
C24A11.5,1,0,0,2
C24A11.6,0,0,0,0
C24A3.1,10,9,7,1
C24A3.2,443,369,440,371
C24A3.2,446,372,446,376
C24A3.4,192,182,163,170
C24A3.9,1,0,0,0
C24A8.5,4,8,0,3
C24A8.6,140,109,136,127
C24B5.1,68,38,52,51
C24B5.4,385,315,373,370
C24B9.3,3601,3473,3795,3793
C24B9.3,3906,3806,4146,4166
C24D10.2,5,3,0,4
