external_gene_name,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
taf-6.2,2460,2380,2317,2396
Y37E11AL.2,12,5,10,11
Y37E11AL.9,13,17,8,7
Y37E11AL.1,10,13,11,8
Y37E11AM.3,1241,1211,1276,1251
Y37E11AM.2,756,819,752,809
smgl-2,3246,3323,3042,3447
Y37E11AR.3,930,893,944,924
Y37E11AR.4,53,54,61,62
siah-1,1415,1289,1355,1391
ugt-45,576,603,600,625
Y37E11AR.1,215,229,216,222
vab-2,565,521,491,518
K09B3.1,11,7,7,8
M02B7.4,924,958,889,977
M02B7.2,310,321,274,311
fbxc-47,418,385,387,417
M02B7.5,2817,2837,2766,3069
cal-3,53,50,56,42
F28F9.3,54,52,61,47
F28F9.2,4,2,7,9
zag-1,912,808,931,864
aat-8,17,22,27,22
F37C4.6,868,787,781,832
F37C4.7,0,1,0,1
F37C4.8,3,0,0,5
oac-23,0,1,0,1
oac-22,7,7,7,6
oac-21,0,0,0,0
F56D6.6,0,0,0,0
srz-20,2,0,0,0
srz-19,2,2,1,0
clec-67,392,306,377,309
clec-68,7,5,2,7
clec-70,171,156,196,171
clec-71,64,76,54,65
clec-174,24,33,22,22
clec-72,253,173,211,161
clec-73,9,11,8,9
clec-74,53,36,41,43
clec-76,58,33,39,40
clec-79,0,1,0,5
srh-220,1,1,1,2
srh-222,0,0,0,0
srh-223,0,0,0,0
clec-78,377,306,377,392
F47C12.6,1,1,2,4
F47C12.7,5,4,3,6
F47C12.8,10,4,5,4
F47C12.1,2238,2003,2213,2358
W02C12.1,2727,2375,2675,2751
F35F11.3,110,79,68,66
F35F11.2,4,8,7,7
F35F11.1,2567,2468,2424,2655
pcn-1,16392,17196,16684,18802
W03D2.6,138,133,134,139
W03D2.7,5,2,2,1
str-122,1,0,1,4
fbxb-55,5,4,6,3
W03D2.9,20,28,24,28
C35B1.4,850,887,779,1144
C35B1.3,0,0,1,0
C35B1.5,2612,2627,2463,3004
ubc-1,1688,1524,1392,1504
C35B1.7,9,5,7,7
F49F1.1,453,443,380,449
F49F1.5,80,44,73,80
F49F1.6,162,158,164,174
F49F1.7,229,180,198,232
F49F1.8,14,15,9,14
F49F1.9,0,0,0,0
F49F1.10,0,1,0,1
F49F1.11,1,4,5,4
F49F1.12,0,1,0,2
R07C12.3,6,5,4,2
R07C12.2,181,141,185,183
R07C12.4,12,6,4,5
R07C12.1,3,4,3,4
K08D10.10,65,41,58,57
K08D10.9,11,13,3,13
scrm-5,5,7,7,4
scrm-8,1,0,2,0
K08D10.5,5,5,3,1
rnp-2,1101,1192,1086,1126
rnp-3,1967,1906,1880,2155
dnj-15,512,516,375,525
K08D10.1,0,0,0,0
K08D10.11,0,2,0,0
K06B9.4,108,103,101,119
K06B9.2,497,473,494,565
cyp-25A6,0,0,0,1
pax-2,2,2,4,3
F30B5.4,1243,1257,1245,1382
srbc-70,0,0,1,0
F30B5.7,80,72,77,89
dpy-13,201,180,233,167
col-34,348,288,335,279
F36A4.11,2,0,1,2
ttr-20,111,101,106,106
ama-1,14903,14931,14727,16457
col-33,10,7,8,7
F36A4.5,3,4,1,5
F36A4.4,2,1,0,0
F36A4.3,0,0,0,0
F36A4.2,0,0,0,0
F36A4.1,0,0,0,0
nhr-78,141,112,120,171
F15E6.6,340,307,285,339
srv-4,3,2,5,5
F15E6.5,5,1,4,3
dct-7,3,0,0,8
F15E6.4,55,36,35,146
F15E6.9,330,299,341,412
F15E6.3,258,246,289,347
lgc-22,1012,832,953,894
set-9,2230,2341,2202,2592
Y24D9B.1,19,20,24,13
W03B1.2,133,131,128,136
W03B1.3,274,231,204,230
W03B1.1,55,39,33,33
oac-51,258,172,234,219
W03B1.6,474,355,399,376
oac-52,44,32,24,28
W03B1.5,6,3,2,4
W03B1.9,7,3,3,5
srs-1,1636,1569,1531,1778
F55F10.1,12254,11915,10282,13170
set-21,676,595,579,704
Y24D9A.5,6,6,7,2
Y24D9A.6,4,1,4,0
Y24D9A.7,2,2,2,1
clec-175,0,0,0,0
str-185,7,4,6,5
R08C7.5,1,2,1,0
R08C7.8,5,1,2,1
R08C7.4,35,23,26,26
fbxb-74,132,101,88,105
wapl-1,17121,16734,15428,18519
htz-1,15531,16017,15848,16677
R08C7.1,6,1,2,8
R08C7.11,0,0,0,1
R08C7.12,263,255,257,311
M01H9.2,40,44,51,47
M01H9.1,84,64,66,65
gbb-2,170,120,119,119
ZK180.2,81,78,105,74
sar-1,4688,4529,4546,5041
ZK180.6,115,60,104,73
ZK185.3,259,244,227,262
ZK185.2,99,113,102,137
ZK185.1,362,364,310,368
F28E10.2,134,87,106,103
F28E10.4,1,0,3,0
F19C7.6,0,2,0,3
F19C7.5,4,3,2,10
F19C7.3,76,60,49,59
F19C7.2,64,53,58,68
F19C7.4,73,66,69,66
F19C7.1,4691,4524,4918,5279
col-110,39,39,23,37
R105.1,16,17,13,14
F29B9.8,1498,1377,1496,1488
F29B9.7,0,1,1,0
F29B9.5,374,347,311,367
col-111,58,50,82,55
F29B9.10,153,147,146,194
F29B9.11,1977,2280,2396,2742
F29B9.2,11961,10914,10330,12035
F29B9.1,476,493,384,498
T22B11.3,91,63,84,80
T22B11.2,145,93,89,105
T22B11.1,8,4,8,6
T22B11.5,13761,13010,13169,14527
cif-1,5688,5535,5831,6350
K08F11.5,2024,2031,2013,2238
K08F11.2,0,0,0,0
K08F11.1,5,6,5,11
E04A4.3,2,1,0,1
fbxb-80,50,49,53,39
fbxb-78,89,73,110,86
E04A4.5,2714,2530,2376,2680
E04A4.6,142,117,93,115
cyc-2.1,6423,6613,6457,7412
rpl-20,18649,19714,18004,20068
Y17G9B.5,1493,1359,1327,1562
isomerase,191,169,177,205
Y17G9B.6,2,1,3,1
fbxb-77,157,134,122,150
Y17G9B.8,497,454,465,516
Y17G9B.9,1593,1626,1512,1785
cyp-31A3,1940,1808,1659,1898
Y17G9B.2,13,7,10,28
Y17G9B.1,75,79,72,80
set-15,627,591,564,621
R11E3.1,29,41,25,24
eor-1,3584,3314,3280,3625
dpf-5,7709,7328,7048,8127
ubxn-6,6562,6256,5771,6455
H06H21.3,7829,7601,6079,7661
srw-95,1,4,1,1
srw-94,2,0,0,0
H06H21.9,2,0,0,1
Y17G9A.2,19,16,18,14
Y17G9A.3,11,6,8,3
Y17G9A.4,64,55,56,77
str-173,59,53,59,65
str-172,1,1,4,3
str-175,0,0,0,0
str-170,4,0,3,2
str-166,3,6,3,2
T08B6.1,15,10,13,12
T08B6.5,111,95,98,106
T08B6.2,15,11,10,17
str-161,1,0,2,1
T08B6.4,3,8,6,6
str-159,0,1,0,0
Y9C9A.17,0,0,0,0
str-156,0,0,0,0
str-155,0,1,0,0
str-158,0,0,0,0
Y9C9A.8,78,48,58,64
str-153,0,0,0,0
fbxa-86,0,0,0,0
str-168,4,2,5,3
Y9C9A.5,7,4,7,4
str-163,2,1,0,1
str-164,1,0,0,2
Y9C9A.1,1,2,3,1
Y9C9A.13,64,59,60,65
srz-28,1,0,0,2
Y9C9A.16,56,45,24,55
E03H12.5,3,3,2,1
E03H12.4,0,0,0,0
clec-176,1,0,0,0
clec-177,0,0,0,0
E03H12.7,0,1,0,2
E03H12.9,0,0,0,0
str-162,1,0,1,1
ssp-9,0,0,0,0
ssq-2,5,6,3,6
ssp-11,0,1,0,0
srm-2,1,0,1,0
srm-1,33,16,20,22
T28H11.7,2,5,7,5
ssq-4,5,3,3,4
T28H11.8,106,96,79,67
C09B9.3,5,3,1,2
C09B9.2,1,0,3,0
C09B9.4,1,0,0,2
C09B9.1,16,17,10,21
msp-55,0,2,0,0
C09B9.7,2,1,0,2
msp-57,0,1,0,1
msp-53,0,0,0,0
R13H9.5,0,0,0,0
R13H9.6,0,0,0,0
rmd-6,0,0,0,1
C02B10.6,0,0,0,0
C02B10.5,2906,3006,2964,3277
ivd-1,4662,4487,4544,5061
C02B10.2,823,854,812,978
C02B10.4,3837,3692,3596,4158
C02B10.3,1526,1265,1193,1246
AC7.3,0,0,0,0
C24D10.5,128,107,105,107
C24D10.6,1067,1062,907,1176
C24D10.4,1228,1134,1142,1261
nspd-3,0,0,0,0
C24D10.2,5,3,0,4
C24D10.1,1,3,6,1
lam-1,9062,8118,7671,8386
W03F8.4,2948,2617,2606,2963
W03F8.3,993,912,883,1050
W03F8.2,16,13,9,12
gpa-18,40,29,25,35
tni-4,1207,979,1030,940
Y59E9AL.4,2507,2390,2027,2636
Y59E9AL.5,0,0,0,0
Y59E9AL.6,1,5,1,5
thn-6,1,0,0,1
thn-5,3,3,1,2
Y59E9AR.5,0,0,0,0
tbx-30,0,0,0,0
Y59E9AR.7,11,23,2,18
Y59E9AR.2,0,0,0,0
Y59E9AR.8,0,0,0,0
Y59E9AR.1,11,23,2,18
F36H12.10,0,0,0,0
rmd-4,0,0,0,1
F36H12.9,0,0,0,0
F36H12.8,0,0,0,0
msp-19,0,1,0,0
F36H12.13,0,0,0,0
F36H12.14,0,0,1,1
F36H12.5,2,0,0,0
F36H12.15,10,7,4,5
F36H12.4,0,0,0,0
F36H12.16,9,10,8,8
F36H12.3,3,6,0,0
F36H12.2,240,226,210,244
F36H12.17,16,8,4,14
nlp-47,148,128,134,148
msp-51,494,465,416,508
ZK354.6,0,2,0,2
msp-113,0,0,0,0
ZK354.7,0,1,0,0
ZK354.8,13,8,16,16
ZK354.9,3,1,1,2
ZK354.3,12,9,10,14
msp-59,0,0,0,1
msp-65,0,0,0,0
Y4C6B.5,543,532,517,588
Y4C6B.3,123,132,114,133
Y4C6B.6,972,825,864,955
Y4C6B.1,3342,3253,2793,3628
F41H10.5,30,30,29,28
F41H10.4,1480,1326,1102,1450
sand-1,2942,2762,2492,3010
elo-5,5264,4544,4685,5736
F41H10.2,11,8,10,16
F41H10.12,1,1,3,0
elo-6,10367,9223,9646,11573
F41H10.9,0,0,2,0
htp-1,1876,1872,1824,2061
ZK616.5,1034,1077,1042,1146
ZK616.4,4423,4137,3864,4240
ZK616.6,1866,1974,1954,2074
ZK616.3,175,186,139,232
ZK616.2,54,53,31,72
ZK616.1,19,18,16,11
ZK616.7,1,1,0,1
ZK616.8,0,0,1,0
spp-7,85,72,75,74
Y4C6A.3,1220,1203,1116,1320
Y4C6A.1,1,0,1,2
Y52D5A.2,0,0,2,3
Y52D5A.1,2,0,1,0
rme-2,38800,38687,38033,43148
T11F8.4,5,4,1,2
T11F8.2,104,109,118,120
T11F8.1,566,518,533,578
B0273.3,71,70,70,86
puf-7,1421,1469,1461,1648
B0273.1,11,8,8,5
unc-5,2215,1925,2034,2185
fem-1,3283,2933,2748,3202
T12E12.3,1711,1582,1609,1833
T12E12.2,2927,2819,2548,3016
T12E12.1,3038,2693,2433,2899
T12E12.6,16,14,8,12
C39H7.4,655,539,629,663
srsx-14,0,1,0,0
srd-12,0,0,1,1
C39H7.1,2,4,0,1
srd-13,7,7,12,6
srd-8,0,0,0,1
B0547.2,0,0,0,0
csn-5,2754,2664,2583,2870
clec-178,71,52,60,63
bec-1,1197,1103,1051,1207
srd-5,0,3,4,2
C55C3.4,0,2,1,0
C55C3.3,17,32,18,23
C55C3.5,5086,4674,4303,4772
C55C3.2,0,0,2,0
C55C3.1,69,49,53,56
H35B03.1,455,366,403,365
H35B03.2,2492,2172,1953,2373
C45E5.4,126,119,94,106
C45E5.3,3,3,2,5
C45E5.2,10,11,15,15
C45E5.1,357,329,280,335
C31H1.2,6,5,12,5
C31H1.5,0,1,0,1
C31H1.1,0,3,0,2
lntl-1,1112,801,843,912
C31H1.7,8,8,3,9
C31H1.8,4393,4305,4103,4524
C06E7.2,326,293,239,296
C06E7.3,3520,3518,3120,3949
C06E7.1,3295,3173,3134,3685
C06E7.4,1293,1155,1034,1205
spe-27,19,9,10,13
srv-17,0,0,0,0
srv-19,0,1,0,0
srv-21,0,1,0,1
srv-22,0,0,0,0
H04M03.11,3,0,1,3
glf-1,1730,1257,1597,1468
H04M03.3,1240,1244,1307,1362
nspb-6,4,8,6,2
H04M03.1,1,0,1,0
H04M03.12,31,26,20,27
H32C10.3,3,2,0,5
lin-33,523,475,475,503
H32C10.1,11,3,4,2
K02B2.3,1874,1724,1834,1940
6-phosphofructo-2-kinase,3464,3126,2845,3389
inx-7,1109,935,897,1082
rps-25,15583,17976,15334,20341
K02B2.6,0,1,0,1
B0350.3,0,0,0,1
C46G7.3,0,0,2,2
C46G7.2,784,681,747,758
C46G7.1,479,473,496,569
pqn-22,11262,10505,9814,11142
kcc-2,1868,1497,1404,1474
K08B4.2,153,154,137,184
ugt-19,126,116,126,133
ugt-20,125,108,89,90
K08B4.5,6,2,2,3
cpi-1,4437,4038,3770,4440
M03D4.3,4,5,6,6
M03D4.6,51,36,35,32
H10D12.2,12,9,10,9
C11D2.3,75,54,59,74
C11D2.4,1848,1714,1526,1854
nca-1,900,805,664,754
C11D2.1,0,0,0,0
C49A9.7,5,4,7,4
ugt-24,123,101,84,101
C49A9.6,402,298,326,346
C49A9.5,211,180,192,227
C49A9.4,117,124,126,136
C49A9.3,84,60,58,61
C49A9.2,341,326,259,294
C49A9.1,2,6,2,6
F58F9.4,37,28,28,29
F58F9.6,1,1,0,1
F58F9.7,1582,1291,1247,1433
F58F9.1,4,3,4,4
T13A10.2,0,0,3,0
srv-29,0,0,0,0
srv-30,0,0,1,0
srv-31,0,0,0,1
T13A10.1,3,4,1,1
srv-32,6,13,6,5
ops-1,6,8,3,6
srv-24,2,1,5,2
srv-27,0,0,0,0
Y73B6BL.12,15,14,20,17
Y73B6BL.29,556,504,432,510
lsm-8,1190,1079,929,1179
seu-1,18262,17382,14715,18303
Y73B6BL.30,846,804,687,914
mif-4,8,7,5,7
Y73B6BL.4,2457,2210,1989,2325
Y73B6BL.14,43,36,40,36
Y73B6BL.19,103,76,93,70
Y73B6BL.20,0,0,0,0
Y73B6BL.21,329,273,290,288
exos-2,1131,1139,1134,1224
Y73B6BL.22,0,0,1,0
Y73B6BL.23,916,959,932,1037
htp-2,1308,1384,1268,1360
Y73B6BL.24,8809,8439,7677,8442
Y73B6BL.25,257,225,224,246
lgc-10,35,35,28,30
Y73B6BL.27,368,334,304,426
Y73B6BL.1,587,515,486,537
Y73B6BL.28,3,1,0,3
C01G5.7,4,4,3,6
C01G5.9,175,108,132,157
C01G5.6,3879,3703,3496,3807
C01G5.5,739,633,569,701
prg-2,5742,5709,5567,6394
C01G5.4,0,1,3,0
C01G5.3,0,0,0,2
C01G5.8,2707,2525,2177,2681
C43G2.1,3808,3545,3286,3963
try-3,96,83,73,102
C43G2.4,78,59,77,70
bicd-1,2281,1881,1572,1876
C43G2.3,6,2,1,4
F38A5.2,6210,6064,6011,6552
dnj-11,10007,9145,7616,9477
nspb-2,0,0,0,0
F38A5.11,0,0,0,0
nspb-3,0,0,0,0
F38A5.6,4,0,2,1
nspb-4,0,0,0,0
nspb-5,0,0,0,0
F38A5.8,0,0,0,1
F38A5.7,1175,1076,1138,1280
F15B10.3,379,404,362,413
drh-1,2839,2638,2479,2841
C01B10.3,604,501,478,488
C01B10.10,386,317,272,330
C01B10.4,118,119,101,108
C01B10.9,2946,2685,2281,2642
C01B10.8,2716,2539,2369,2785
C01B10.7,1,1,2,1
Y73B6A.1,22,12,8,9
Y73B6A.2,1,3,1,2
Y73B6A.3,14,10,4,7
smg-7,1073,928,919,1034
H34C03.2,10279,9863,9567,11050
spd-3,540,486,408,525
dyci-1,5106,4712,4195,4890
C17H12.2,4163,4002,3542,4275
vha-8,10897,10099,10400,10895
C17H12.3,6,3,5,8
C17H12.12,11,12,8,12
C17H12.11,178,148,143,193
C17H12.10,41,23,35,24
ceh-48,515,434,432,458
C17H12.5,2,4,4,0
C17H12.8,4514,3828,3773,4320
C17H12.6,231,198,201,204
H20E11.2,116,114,105,97
lip-1,1368,1401,1455,1620
srx-20,0,0,0,0
srx-19,0,1,1,0
tre-2,1795,1632,1585,1776
T05A12.3,3029,2755,2261,2956
T22D1.6,0,0,0,0
T22D1.8,2,1,6,5
T22D1.5,7015,6722,6427,7416
rpn-1,17696,17259,18257,19078
glycotransferase,14813,13894,13610,15232
ruvb-2,4037,3829,3369,3981
T22D1.2,0,0,0,0
T22D1.1,0,0,0,1
carboxyesterase,875,782,709,757
T22D1.12,59,59,45,46
B0478.3,11,8,1,6
ZK381.2,91,70,55,69
nhr-249,3,4,1,1
him-3,2529,2310,2247,2494
C25A8.5,6,5,4,2
C25A8.4,15172,13712,13022,14418
C25A8.2,0,3,4,3
C25A8.1,1,1,0,2
trxr-1,5131,4531,3997,4627
C06G3.6,2214,1893,1780,2118
C06G3.5,3713,3219,3085,3228
C06G3.4,0,0,1,0
C06G3.8,498,485,405,513
C06G3.9,3802,3561,3128,3731
C06G3.3,12,7,3,10
cogc-2,3037,2827,2614,3177
klp-18,4699,4538,4085,5105
Y43B11AL.1,284,230,218,234
srg-50,1,0,1,2
Y43B11AR.1,453,431,492,471
Y43B11AR.3,220,183,178,239
rps-4,34737,37779,38543,41009
deb-1,13545,11405,12355,11917
ZC477.4,0,1,0,1
ZC477.5,1896,1822,1652,2002
ZC477.10,0,0,0,0
ZC477.2,0,1,0,0
ZC477.7,0,1,0,0
ssq-3,0,2,0,0
nas-8,37,20,37,21
C34D4.10,208,194,198,255
str-48,0,1,1,1
grsp-3,17,15,2,23
cyn-12,1095,1042,964,1135
C34D4.13,547,499,458,557
C34D4.14,28238,25990,24562,29061
col-113,116,84,94,67
C34D4.3,0,3,2,1
C34D4.2,0,1,0,3
C34D4.1,105,96,81,86
rpc-1,7684,7133,6354,7301
skr-16,327,327,234,354
str-220,1,0,0,0
str-1,0,0,0,0
str-44,2,0,1,0
C42D4.3,23,19,33,26
clec-179,3,0,0,0
C42D4.13,18,15,14,18
C42D4.1,8322,6992,6098,7744
R13A1.5,25,23,25,23
unc-8,55,34,43,37
R13A1.7,118,122,92,146
kcc-1,5361,4768,4904,5602
glb-23,11,6,6,14
R13A1.1,0,0,0,0
cap-1,4518,4259,3778,4500
elo-3,3435,3110,2941,3385
gstk-2,87,85,107,87
D2024.2,88,98,73,81
col-114,5,3,0,6
D2024.1,1,1,0,2
C06E4.5,0,1,0,0
glb-2,11,10,12,16
C06E4.2,36,26,21,37
C06E4.1,0,0,0,0
C06E4.8,22,21,19,7
F42C5.3,7,5,7,9
F42C5.4,113,93,88,79
F42C5.5,0,3,1,0
F42C5.2,10,8,14,20
F42C5.6,8,6,8,8
grl-4,583,565,543,518
rps-8,31577,32860,35280,35887
F42C5.9,2370,1885,1913,1877
F42C5.10,2306,1867,1940,1984
Y40C5A.1,131,116,110,107
ocr-4,13,13,10,16
Y40C5A.3,28,28,25,30
phosphodiesterase,765,649,604,779
T12B3.2,352,308,254,301
T12B3.4,1086,1013,1015,1121
C48A7.2,6998,6647,6705,7540
B0496.6,0,5,0,2
srtx-1,3,1,3,2
B0496.4,57,53,53,60
unc-82,3751,3015,3020,3291
valv-1,131,97,111,130
B0496.1,0,0,0,0
B0496.2,17,12,7,13
tag-224,778,664,604,632
F13B6.1,40,24,24,36
F13B6.2,197,179,145,140
F13B6.3,289,218,212,173
F55G1.7,120,120,133,99
plk-3,10875,10259,9810,11340
F55G1.6,1323,1259,1201,1418
F55G1.5,391,335,321,391
F55G1.9,942,810,854,931
rod-1,18035,17161,16091,19322
his-61,63,82,51,86
his-62,87,72,47,76
his-60,118,110,78,110
his-59,66,60,70,98
F55G1.1,58,34,47,43
F55G1.12,7,6,7,9
F55G1.13,13,8,11,6
F55G1.15,116,98,99,110
glt-6,124,82,90,86
R05G6.7,19003,18715,20614,20127
R05G6.5,30,19,16,31
plc-4,2407,2136,1987,2174
R05G6.4,780,790,656,851
R05G6.9,14,8,9,8
R05G6.10,365,302,313,298
R05G6.1,20,10,8,18
cdd-2,898,890,872,1000
F49E8.2,2821,2905,2428,3006
dif-1,3671,3604,3453,3859
F49E8.6,172,186,192,190
F49E8.1,2870,2594,2542,2861
ima-3,13770,13040,13040,14543
F32E10.8,18,15,6,11
clec-180,644,516,484,545
F32E10.5,3738,3475,3067,3779
F32E10.2,2019,1939,1706,2071
F32E10.6,8358,7654,6755,8290
nol-10,4719,4384,3894,4647
F32E10.7,13,7,1,3
tag-80,187,127,108,130
tag-199,371,276,262,240
F45E4.3,1102,713,872,726
F45E4.5,83,79,61,66
F45E4.6,20,11,12,13
plp-1,6314,6026,5857,6463
arf-1.1,12,11,17,18
nlp-20,252,257,258,313
hmg-5,1463,1368,1200,1444
gfi-4,10468,9684,8439,10176
F45E4.11,248,240,233,269
C08G9.2,462,385,387,374
flp-13,72,82,80,98
F33D4.4,2127,2108,1994,2200
F33D4.5,2480,2225,1957,2421
F33D4.7,501,495,479,552
F33D4.6,1544,935,1087,1118
C50F7.6,170,165,127,177
C50F7.5,757,514,792,1136
C50F7.4,3651,3276,3097,3627
C50F7.9,8,6,3,11
C50F7.3,0,2,0,1
clx-1,0,1,0,0
C50F7.10,722,582,537,614
C46A5.5,466,422,356,450
C46A5.6,1027,938,776,1087
C46A5.2,29,12,15,20
C46A5.1,8,3,0,4
C46A5.8,50,38,39,32
hcf-1,9919,9213,8776,9871
C33H5.7,2631,2414,2263,2526
C33H5.6,961,796,747,881
C33H5.8,899,797,735,874
sec-10,2367,2084,1997,2422
tag-321,1361,1203,1247,1394
tag-322,1700,1594,1465,1644
imp-3,3214,2852,2562,3079
C33H5.13,146,129,97,161
ntp-1,1755,1632,1381,1779
sgo-1,1642,1592,1364,1587
C33H5.16,0,1,0,3
C33H5.2,3,1,5,3
C33H5.1,17,12,12,16
C33H5.17,813,653,574,780
C33H5.18,3971,3541,3496,4004
ric-3,878,706,566,632
mvb-12,1189,1047,1102,1297
C06A6.5,1351,1269,1216,1295
flp-10,138,153,163,170
T06C10.3,3,1,2,2
kin-26,0,0,0,0
srt-73,2,0,1,3
ilys-4,143,121,107,102
C49H3.8,1642,1435,1355,1524
C49H3.6,4175,3910,3406,4094
C49H3.9,2405,2261,2056,2423
C49H3.4,427,366,307,381
xpo-3,5339,4987,4653,5474
C49H3.3,1143,1117,811,1327
rps-2,28952,30846,30603,30160
C49H3.12,19,27,13,16
gcy-8,67,65,54,51
bbs-2,153,102,123,134
exc-9,265,269,242,283
czw-1,9785,9157,8510,9976
F20D12.2,5815,5261,4217,5241
F57H12.4,9,9,6,4
F57H12.6,37,31,16,36
ora-1,66,43,31,46
unc-24,203,139,178,173
arf-3,8916,8553,8688,9421
mec-17,379,290,312,307
col-115,255,222,227,209
rig-4,11727,10891,9620,11793
Y42H9B.3,2607,2444,2352,2641
C26B2.8,29,29,33,27
C26B2.7,467,523,463,549
elpc-4,994,957,913,1065
dnc-4,1141,980,996,1183
C26B2.2,4,5,10,13
C26B2.5,0,0,1,0
nhr-258,10,7,5,8
Y42H9AR.2,11,11,3,14
Y42H9AR.5,43,41,49,55
rabs-5,943,780,689,803
Y42H9AR.4,3098,2822,2421,2972
Y42H9AR.1,3144,3112,2771,3418
F42G8.9,5,3,7,4
F42G8.8,47,59,49,60
F42G8.7,142,139,115,132
F42G8.6,1135,978,836,1051
sph-1,404,392,466,441
isp-1,8112,7877,8254,8276
F42G8.5,215,165,177,193
pmk-3,952,788,820,853
pmk-1,835,742,712,797
amidase,2689,2270,2186,2357
B0218.5,9,2,8,4
clec-51,171,192,184,178
B0218.7,2,0,1,2
clec-52,233,191,201,215
hgrs-1,6719,6190,5011,6738
C07G1.2,39,23,28,36
C07G1.6,0,0,0,0
C07G1.7,1,5,4,3
try-2,14,11,18,12
ocr-2,38,25,30,32
T09A12.1,4,3,2,4
H09I01.1,4,4,2,2
K07H8.7,3,7,5,5
K07H8.8,18,9,20,22
K07H8.5,11,7,13,10
K07H8.9,625,580,641,699
K07H8.10,28514,26971,21145,25734
K07H8.3,1644,1631,1318,1710
K07H8.1,3276,3101,2686,3185
F35H10.7,1810,1704,1587,1815
F35H10.6,447,430,402,496
F35H10.5,63,82,52,141
vha-5,6664,5392,5326,5186
F35H10.10,2983,2421,2684,2482
F35H10.3,8,15,15,10
F35H10.2,15,18,22,19
his-29,0,0,0,0
his-30,0,0,0,0
lys-10,27,30,27,30
his-31,8,7,5,9
his-32,74,61,59,71
his-33,0,0,0,0
his-34,0,0,0,0
lgc-6,6,9,6,7
lgc-5,3,0,0,1
F17E9.5,2,4,0,0
F17E9.4,1604,1512,1162,1701
F17E9.3,5,6,2,10
F17E9.2,63,57,74,75
col-116,53,47,41,53
D2096.5,8,13,9,7
sqv-1,4388,4038,3588,4144
D2096.3,1689,1454,1575,1593
D2096.6,86,93,133,85
D2096.8,14958,14818,13580,15410
D2096.9,6,12,6,15
D2096.10,58,40,65,76
D2096.11,94,62,74,96
D2096.1,54,73,48,87
M116.2,147,125,147,119
sdz-25,0,0,0,0
M116.1,0,0,0,0
M116.5,828,827,774,900
T26A8.3,2,6,4,3
T26A8.2,73,57,81,66
T26A8.4,3359,3293,3117,3512
T26A8.1,5098,4662,4291,5095
T01B11.1,5,5,4,8
syn-4,732,804,728,859
ant-1.44,102,123,122,142
oat-1,282,236,239,215
hlh-12,7,7,8,10
spp-8,2671,2285,2539,2718
C28C12.4,36,41,34,48
C28C12.3,1,2,2,5
sru-7,0,1,1,0
C28C12.12,2396,2149,1830,2242
acdh-13,4465,4276,4060,4581
C28C12.2,4748,4896,4988,5516
C28C12.1,33,22,23,26
tag-77,2844,2652,2379,2763
cks-1,4319,4233,3899,4945
C09G4.2,6758,5764,5960,6098
hyl-1,2320,2084,2071,2323
Y59H11AM.3,0,0,0,0
Y59H11AM.2,0,0,0,0
Y59H11AM.4,0,0,0,0
Y59H11AM.1,0,0,0,0
Y59H11AR.3,0,0,0,1
Y59H11AR.4,280,259,218,293
F42A9.6,626,684,664,641
cyp-33E2,183,176,140,169
cyp-33E3,12,10,11,11
F42A9.7,0,0,0,1
F42A9.3,0,2,0,0
F42A9.8,269,291,254,401
lin-49,4701,4324,3801,4363
dgk-4,17255,15980,14996,17337
F42A9.9,8,3,5,8
C49C8.3,130,122,89,133
cyp-33E1,182,160,137,179
C49C8.5,2045,1817,1803,1940
C49C8.2,33,23,29,33
C49C8.1,2,2,1,2
C49C8.6,0,0,1,0
F08B4.3,25,12,21,30
cdh-5,2323,1722,1894,1961
F08B4.4,4,5,4,7
F08B4.5,1892,1688,1576,1871
F08B4.7,1542,1556,1651,1764
hst-1,2578,2468,2292,2465
7tm_1,3,5,4,0
pme-4,88,86,63,60
H23L24.2,2,0,1,5
H23L24.1,6,5,11,9
F21D5.9,58,52,49,56
F21D5.1,9014,8446,8573,9368
F21D5.2,4754,4338,3694,4567
F21D5.3,627,473,467,484
F21D5.5,1514,1418,1250,1525
F21D5.4,205,196,174,181
F21D5.8,342,342,304,427
F21D5.6,2137,1959,1880,2233
F21D5.7,5770,5261,4502,5198
F20C5.3,1327,1367,1413,1482
F20C5.4,190,156,138,169
F20C5.5,100,76,62,73
spectrin,1902,1465,1418,1624
C33D9.9,355,270,240,293
C33D9.6,1286,1035,855,921
C33D9.5,620,509,438,488
C33D9.8,660,560,423,548
sru-35,0,1,1,0
clec-182,0,0,0,1
grsp-2,628,669,345,590
T28C6.3,143,106,114,167
T28C6.5,20,24,17,25
col-117,23,12,27,16
col-3,22,12,27,16
T28C6.7,1139,1031,884,989
T28C6.8,359,357,317,379
T11B7.1,902,760,629,783
T11B7.2,15,17,11,18
T11B7.5,105,69,78,71
C09G9.1,2710,2715,2704,2885
tag-19,3,3,3,2
C09G9.7,40,29,33,34
C09G9.5,30,18,19,27
oma-1,8479,8428,9801,10591
C27B7.2,544,477,533,530
rad-26,6921,6388,5320,6797
C27B7.5,2088,2091,1890,2267
C27B7.6,4,2,2,5
C27B7.7,419,357,344,386
rap-1,3130,2817,2607,3156
D1046.2,2077,1894,1721,2015
