wormbase_gene,N2.2,Eat2.2,Nhr62.2,Nhr62Eat2.2,N2.3,Eat2.3,Nhr62.3,Nhr62Eat2.3,N2.1,Eat2.1,Nhr62.1,Nhr62Eat2.1
WBGene00020801,70,139,87,136,47,111,85,81,68,137,92,86
WBGene00198446,0,6,0,3,1,0,0,1,3,1,0,3
WBGene00199686,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201221,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201244,0,0,0,0,0,0,0,1,0,1,1,0
WBGene00020797,222,344,284,265,236,246,344,290,294,191,435,166
WBGene00020798,2668,2359,3042,2899,2753,1921,3997,2448,2685,1951,3899,1516
WBGene00196640,0,0,1,0,0,0,1,1,0,1,1,0
WBGene00197942,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198534,0,0,0,0,1,1,0,1,0,0,0,0
WBGene00077622,1,0,1,0,0,0,1,1,0,0,1,0
WBGene00194715,4,28,3,9,7,17,4,16,14,27,7,9
WBGene00012021,208,69,209,159,151,80,259,131,93,64,241,77
WBGene00020803,3,37,0,43,9,34,3,9,0,43,0,2
WBGene00020804,1,2,0,1,1,2,3,2,0,2,1,0
WBGene00198217,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198338,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00023151,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020805,0,0,2,5,0,1,0,2,1,2,2,0
WBGene00198370,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198843,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00020806,300,640,368,488,299,421,435,408,348,490,470,255
WBGene00020807,1,1,1,1,1,1,2,2,3,3,2,1
WBGene00195421,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197334,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198350,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00020809,6,21,15,16,14,5,10,14,6,8,14,9
WBGene00020817,23,28,11,26,12,9,17,17,19,15,27,8
WBGene00219274,10,41,17,29,11,41,20,17,9,27,23,12
WBGene00020811,140,246,142,170,126,205,148,178,146,246,204,145
WBGene00020813,315,417,289,488,248,360,237,407,344,363,403,269
WBGene00012029,701,679,793,778,700,565,1032,726,669,538,1137,422
WBGene00012030,4443,3922,4674,4346,4507,3200,5916,3969,4268,3590,6510,2569
WBGene00012031,5981,5981,6538,5893,6041,4884,8414,6125,5957,5047,8884,3454
WBGene00198530,3,4,3,3,1,1,3,1,1,1,6,0
WBGene00020819,2535,2051,2504,2672,2340,1914,3120,2385,2300,2072,3024,1446
WBGene00020822,1408,1023,1577,1424,1277,949,1890,1305,1151,935,1790,768
WBGene00020823,615,615,614,651,543,401,807,574,521,380,877,339
WBGene00020824,4961,4609,5613,5244,4757,3788,7439,5099,4715,3683,7031,2872
WBGene00020826,1,3,2,1,0,1,3,1,0,0,1,0
WBGene00020827,4439,3825,4566,4643,4269,3112,5735,4454,4180,3474,6812,3143
WBGene00195245,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020828,0,0,0,0,1,1,0,0,0,0,0,0
WBGene00020829,3,17,0,7,3,6,0,4,3,8,3,0
WBGene00020830,384,331,350,393,277,254,504,381,291,212,497,210
WBGene00044563,4,3,1,2,0,1,1,2,0,1,3,0
WBGene00194679,12,28,12,13,9,19,25,24,12,14,25,15
WBGene00023152,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020831,4290,4648,4203,5162,4306,3533,5317,4734,4451,4107,7263,3214
WBGene00020832,10,41,10,47,12,34,11,25,5,25,14,11
WBGene00020833,35,15,20,23,17,12,37,15,15,15,19,6
WBGene00196782,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198565,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201407,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012032,24,26,18,51,14,13,29,18,23,64,27,5
WBGene00012033,2875,3321,3380,3466,3086,2726,4347,3296,3093,2326,4170,1916
WBGene00012034,73,276,78,116,63,211,117,142,69,231,82,98
WBGene00012035,27,83,36,35,22,62,29,40,32,95,36,43
WBGene00012042,2,5,3,10,8,8,6,8,8,1,3,3
WBGene00044905,5,5,2,2,3,1,3,3,0,0,5,2
WBGene00077686,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195606,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197353,1,0,0,1,0,0,0,0,0,0,0,0
WBGene00198187,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198744,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012037,1560,1782,1651,1492,1623,1163,2208,1474,1622,1286,2954,1010
WBGene00012038,33,2,8,15,8,2,9,18,4,2,26,3
WBGene00012039,1,0,0,1,0,0,1,0,0,0,1,0
WBGene00012040,18,27,15,25,17,16,20,26,11,12,17,7
WBGene00012041,26,4,20,19,11,6,27,8,6,6,17,6
WBGene00012052,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206503,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012044,1,0,0,2,0,0,0,2,0,2,0,0
WBGene00012045,1,7,0,5,0,4,0,0,2,3,0,4
WBGene00012046,0,1,4,0,5,1,8,1,3,1,4,1
WBGene00012047,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012049,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012051,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00012057,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012058,42,66,51,67,32,45,55,73,35,38,68,29
WBGene00050902,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00077571,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012059,2597,2460,2855,2464,2754,1849,3381,2242,3082,2211,4888,1615
WBGene00012060,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012061,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012062,8,23,12,12,15,9,22,15,12,14,10,6
WBGene00043993,0,1,0,0,0,0,1,0,0,0,0,0
WBGene00206420,13,12,10,8,21,9,13,7,17,10,36,9
WBGene00206421,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206422,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077782,2,6,1,6,2,10,6,2,7,7,4,3
WBGene00195693,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197583,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197601,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199177,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199477,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200585,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202032,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044976,8,11,7,7,4,4,9,9,6,6,11,3
WBGene00050951,0,0,0,1,0,0,1,0,0,0,1,0
WBGene00077662,2,1,3,0,1,0,1,1,0,0,1,0
WBGene00195829,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198821,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199963,0,3,2,2,1,1,2,4,0,4,4,2
WBGene00201972,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044783,1,12,0,8,0,7,4,14,0,6,1,2
WBGene00202495,0,2,0,2,0,0,1,2,0,1,0,0
WBGene00012069,0,9,2,6,1,2,0,11,1,6,0,4
WBGene00014846,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00012070,2,27,11,28,2,16,8,49,4,14,7,13
WBGene00044206,28,273,26,188,8,191,53,401,23,153,23,103
WBGene00012072,0,0,0,0,1,0,0,2,0,0,0,0
WBGene00077588,1,1,0,1,0,0,0,1,1,1,0,0
WBGene00005324,2,1,0,1,1,0,2,1,3,1,2,0
WBGene00020834,63,149,66,116,68,126,85,111,45,127,83,75
WBGene00020835,15,17,12,22,9,7,25,19,15,12,10,9
WBGene00196035,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198619,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200194,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201010,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020844,34,38,26,39,24,24,33,34,30,33,34,15
WBGene00020845,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00020846,194,198,217,247,222,157,306,188,197,340,316,125
WBGene00197773,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00199830,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199008,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020841,67,420,86,193,136,296,110,222,212,340,163,171
WBGene00020843,1340,1374,1356,1349,1312,1070,1817,1490,1205,1059,1874,816
WBGene00044611,6,16,7,8,6,4,12,10,10,7,7,12
WBGene00044934,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012074,165,127,193,184,159,123,221,150,157,86,247,124
WBGene00012075,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012076,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012077,0,3,0,1,1,2,0,1,2,1,2,0
WBGene00195439,0,1,0,0,0,0,1,0,0,1,1,0
WBGene00206527,0,1,0,0,3,0,1,1,0,1,0,1
WBGene00197067,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198563,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00199396,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199562,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201420,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202112,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202447,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023153,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196332,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077519,37,164,47,75,54,114,64,83,68,126,70,44
WBGene00020854,537,1008,472,1056,493,918,662,1049,593,1251,703,779
WBGene00023351,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012083,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044059,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077631,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077632,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077633,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00012079,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012081,0,0,0,0,0,0,1,1,0,0,0,0
WBGene00202195,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012085,1334,1610,1331,1673,1277,1310,1891,1807,1235,1099,1619,817
WBGene00200349,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194848,10,39,9,15,18,24,19,18,23,23,17,14
WBGene00195635,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196341,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198195,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020861,37,40,45,56,51,24,58,48,45,42,69,19
WBGene00044923,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194993,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00194994,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195276,1,0,0,0,0,0,1,1,0,1,0,0
WBGene00196052,0,0,0,0,0,1,2,1,1,0,0,1
WBGene00196816,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197625,0,1,0,0,0,0,0,0,0,0,0,1
WBGene00197779,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198539,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00199247,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00199334,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00020863,0,3,0,5,1,1,3,1,4,3,1,1
WBGene00020865,152,468,160,199,141,281,221,241,144,309,203,161
WBGene00012087,444,1294,555,791,689,871,744,858,989,1181,1062,703
WBGene00044268,13,14,14,14,3,9,13,14,16,8,15,13
WBGene00045011,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045313,0,0,1,0,0,0,3,0,0,2,0,0
WBGene00012088,1,2,4,2,4,2,3,2,4,7,5,2
WBGene00012089,0,1,0,1,0,0,1,1,0,0,0,1
WBGene00012090,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012093,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00012094,2680,3159,2932,2882,2873,2030,3884,2594,2874,1871,3753,1579
WBGene00012096,11,3,20,4,8,7,17,12,4,7,12,5
WBGene00195738,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196724,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201997,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012102,10,60,17,24,23,37,26,33,34,55,28,19
WBGene00077508,9,5,5,7,5,5,9,9,4,4,8,2
WBGene00012105,1020,988,1089,1126,1040,884,1382,1050,1045,800,1619,732
WBGene00012106,653,617,667,743,675,471,835,725,648,566,958,485
WBGene00012107,89,182,65,126,115,112,154,140,104,51,110,52
WBGene00200804,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00201495,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206517,1,2,0,4,1,0,2,1,1,0,0,1
WBGene00194986,866,746,806,891,838,601,1201,820,800,662,1162,472
WBGene00195260,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200173,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200295,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200386,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00200425,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020875,0,1,0,1,1,0,0,0,0,0,0,0
WBGene00020878,32,42,83,113,26,32,80,62,34,75,137,85
WBGene00020879,11,23,11,27,8,16,16,11,12,16,14,14
WBGene00020880,0,3,0,1,0,1,0,2,0,5,0,3
WBGene00020881,10,48,25,127,2,33,17,54,6,116,25,91
WBGene00020869,198,400,334,513,265,287,425,362,203,452,621,406
WBGene00020882,0,0,1,6,0,4,1,1,1,4,0,3
WBGene00044526,43,36,26,31,17,23,42,49,20,15,46,20
WBGene00202284,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020870,0,6,0,1,5,3,1,2,1,2,5,2
WBGene00020871,0,3,0,2,0,2,0,3,0,7,1,1
WBGene00020872,0,3,0,1,0,2,0,4,0,5,1,3
WBGene00020873,2,24,4,18,3,13,9,8,4,21,24,18
WBGene00012108,2,1,3,1,3,1,4,1,2,2,2,1
WBGene00012109,1361,1162,1475,1429,1346,977,1857,1354,1263,1001,1981,827
WBGene00012110,1382,1077,1487,1279,1342,881,1747,1159,1362,841,2230,735
WBGene00012111,326,249,406,341,329,222,469,292,343,258,484,187
WBGene00012112,1352,1125,1484,1365,1359,970,1763,1241,1325,1007,1872,767
WBGene00194852,72,77,78,91,81,72,96,57,79,54,123,49
WBGene00012117,5335,4629,5655,5788,4969,3943,6940,5564,4577,4221,6639,3210
WBGene00196735,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00197493,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197769,0,0,0,1,1,0,0,1,0,0,0,1
WBGene00198793,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198804,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198878,0,0,0,1,0,0,1,0,0,0,0,1
WBGene00199795,0,0,1,0,0,1,0,0,0,0,1,0
WBGene00200160,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200347,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00200762,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195547,0,0,0,0,0,0,1,1,0,0,0,0
WBGene00200830,1,0,0,2,0,0,0,0,0,0,0,0
WBGene00201002,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201401,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201874,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201919,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202074,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195733,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195748,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195832,0,0,0,1,0,0,0,1,0,2,0,1
WBGene00195881,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196176,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00196501,0,0,0,0,1,0,1,0,0,0,0,0
WBGene00196660,0,0,0,0,0,0,0,0,0,0,1,1
WBGene00020884,415,683,420,477,401,496,580,510,469,516,635,307
WBGene00197903,1,0,1,1,0,2,0,0,2,0,0,0
WBGene00198618,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198632,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200977,0,2,0,0,1,0,1,1,0,1,0,1
WBGene00201863,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020885,0,2,2,2,0,1,1,2,0,0,2,2
WBGene00195768,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195961,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196613,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196737,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197581,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023154,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023352,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012113,1378,2026,1307,1657,1107,1457,1675,1706,1298,1706,1608,1154
WBGene00202025,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012114,27,96,46,64,26,81,33,64,41,79,44,33
WBGene00012115,188,346,226,262,277,325,302,292,401,422,290,188
WBGene00044122,28,143,51,79,51,72,63,77,74,163,79,57
WBGene00201164,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020888,2,1,0,0,1,0,2,0,2,2,0,0
WBGene00199026,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199776,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201041,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201847,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201857,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020889,49,84,49,61,53,53,77,53,69,42,78,42
WBGene00020891,1169,774,1609,1560,1771,575,1830,910,2090,292,1731,312
WBGene00020892,1,1,3,2,0,0,1,4,2,2,0,0
WBGene00020893,7,41,12,24,13,28,12,20,19,20,35,17
WBGene00196149,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196625,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198977,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023155,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00045183,9,34,11,10,8,19,13,13,8,27,11,11
WBGene00206515,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012119,51,30,45,34,38,21,61,46,24,21,56,19
WBGene00012120,30,231,60,96,67,154,87,120,78,189,103,72
WBGene00012121,4783,4636,5403,5750,4237,4127,6871,5314,5034,3338,7080,2990
WBGene00012122,246,269,276,239,264,156,405,252,308,291,459,125
WBGene00044969,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195585,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00196577,0,1,0,1,0,0,0,0,0,0,0,0
WBGene00199578,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200769,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201788,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012123,588,981,568,773,458,643,608,674,637,431,1012,437
WBGene00012124,135,208,127,147,119,126,169,135,131,133,217,88
WBGene00012125,460,720,533,547,434,496,583,596,528,545,813,366
WBGene00012126,3077,2764,3302,3133,3106,2148,4090,2694,3131,2149,5430,1873
WBGene00012127,289,552,389,515,331,415,454,434,422,367,610,293
WBGene00014535,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014536,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020894,4979,4707,5290,5372,5629,3413,6326,4518,5620,4098,7666,3368
WBGene00020899,2,1,1,1,3,1,1,1,3,0,2,2
WBGene00195728,0,1,1,1,0,1,0,0,0,0,1,0
WBGene00196950,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201390,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020896,1497,1446,1671,1582,1513,1138,2245,1587,1540,1237,2416,1025
WBGene00020904,313,346,303,384,311,360,522,385,287,350,420,212
WBGene00197125,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020900,42,35,46,12,46,26,89,17,48,34,102,4
WBGene00020901,149,139,165,112,109,98,225,147,103,80,213,66
WBGene00023156,0,0,2,0,0,0,0,0,2,0,0,0
WBGene00012131,116,175,101,178,104,107,166,169,117,94,144,84
WBGene00012133,0,1,0,0,0,0,0,0,2,1,0,1
WBGene00012134,513,502,591,688,428,386,601,747,521,385,647,372
WBGene00012135,3,6,5,4,3,7,9,14,2,5,5,11
WBGene00012136,507,654,554,685,411,478,695,636,390,442,652,375
WBGene00012138,74,248,111,117,104,180,141,140,152,240,167,85
WBGene00012139,1078,863,952,854,860,740,1435,1004,842,717,1165,478
WBGene00012140,5663,7715,4557,5537,4092,4801,6426,7217,4451,6509,6303,3895
WBGene00198042,1,0,0,1,4,1,2,1,0,0,2,0
WBGene00012142,112,111,92,130,82,82,125,117,98,81,145,74
WBGene00012143,137,411,162,226,139,311,247,181,214,304,224,188
WBGene00012144,1366,2089,1028,2220,940,1553,1368,2320,800,3250,955,1465
WBGene00199909,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020905,65,240,105,127,131,148,122,139,176,178,161,106
WBGene00020906,81,94,63,105,72,74,83,113,88,78,67,54
WBGene00196060,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196857,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012146,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00044150,41,78,55,59,44,51,71,72,62,63,90,32
WBGene00195978,0,1,0,1,0,0,0,0,0,0,0,0
WBGene00196333,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012147,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00198880,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199185,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200168,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200373,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201424,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201898,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201968,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202177,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020908,502,851,610,652,407,584,772,621,514,565,685,403
WBGene00198166,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198747,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00012149,4329,3274,4438,4635,3521,2419,4593,4050,4929,2249,6266,2429
WBGene00200247,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201458,0,0,0,0,0,1,0,0,0,1,0,0
WBGene00201155,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012151,14,10,10,10,12,7,15,9,8,7,19,8
WBGene00202024,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00201666,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014537,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014848,129,187,103,128,98,130,139,133,134,197,181,126
WBGene00197056,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197955,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012155,4,8,5,3,3,4,3,11,5,8,6,1
WBGene00014849,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014850,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012159,4,8,2,2,1,4,2,5,1,9,5,4
WBGene00045097,0,2,0,1,0,2,1,1,0,0,1,0
WBGene00045098,3,1,1,0,0,0,0,0,0,0,1,0
WBGene00045185,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012163,8,9,3,14,7,7,12,12,13,10,10,7
WBGene00020909,2392,2093,2415,2178,1827,1615,2851,2434,1852,1717,2912,1220
WBGene00196877,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197542,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00199197,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200341,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200474,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201119,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201457,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201750,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201806,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201868,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202465,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020912,10,31,14,23,16,16,21,21,9,17,19,9
WBGene00195257,2,27,4,2,2,16,1,7,11,20,6,3
WBGene00198586,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012164,195,254,209,209,207,170,270,170,194,207,386,140
WBGene00012168,95,109,132,87,80,84,102,70,71,133,152,62
WBGene00044764,8,15,6,2,0,7,4,3,3,4,6,3
WBGene00044988,501,458,489,496,539,380,671,353,517,499,885,322
WBGene00020913,14,69,17,42,29,45,39,36,46,46,24,34
WBGene00020917,920,1434,869,1122,748,891,1197,1262,872,1064,1032,767
WBGene00196791,0,0,0,0,0,0,0,1,0,1,0,0
WBGene00045182,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077750,2,24,0,3,4,11,4,7,6,9,0,4
WBGene00198720,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012170,18,11,23,14,17,5,24,13,15,7,26,10
WBGene00012171,3,27,2,7,8,16,6,16,18,14,6,8
WBGene00012172,45,233,64,124,98,158,76,117,114,220,120,100
WBGene00012173,41,212,54,87,82,130,62,127,100,173,83,51
WBGene00012174,5,29,8,12,8,17,15,11,16,24,16,9
WBGene00020918,0,5,2,1,1,5,2,2,0,3,0,0
WBGene00195981,0,0,0,2,0,0,0,1,0,0,0,0
WBGene00197475,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00198598,0,0,0,2,0,0,0,1,0,0,1,0
WBGene00199689,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00200412,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201112,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020921,446,476,450,636,482,387,720,583,622,293,854,225
WBGene00044749,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195925,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012175,12,10,8,6,4,6,14,13,9,5,13,2
WBGene00012176,6,9,7,3,2,11,9,8,2,1,9,5
WBGene00045114,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012179,4911,4464,5028,5005,4668,3648,5357,3726,3814,3054,7496,2782
WBGene00012180,26,150,53,75,65,112,66,81,83,111,100,64
WBGene00012183,7,16,7,7,7,17,11,13,7,11,9,8
WBGene00045123,0,2,0,0,1,0,0,0,1,0,0,0
WBGene00045372,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00012185,1431,2791,1338,1495,1228,1918,1874,1907,1133,2122,2015,1233
WBGene00014851,1,9,0,1,3,5,2,0,0,6,1,4
WBGene00012188,1194,1116,1261,1594,1316,876,1592,1264,1302,894,1703,892
WBGene00200564,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201906,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00020922,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195898,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196652,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197854,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198662,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199948,0,0,0,0,0,0,0,1,0,0,0,0
