wormbase_gene,JA1,JA2,JA3,JA4,JA5,JA6,JA10,JA11,JA12,JA13,JA14,JA15,JA19,JA20,JA21,JA22,JA23,JA24,JA28,JA29,JA30,JA31
WBGene00198710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
WBGene00019512,31,40,25,16,47,20,16,26,17,37,11,14,30,37,26,35,41,44,41,18,48,22
WBGene00195039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196765,2,3,2,1,3,0,0,1,0,2,0,0,0,1,0,1,1,0,0,1,1,1
WBGene00197372,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
WBGene00197784,4,4,2,4,2,0,1,1,0,3,1,1,2,4,1,4,1,1,3,0,5,2
WBGene00198062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00198073,1,3,0,0,2,2,1,0,1,1,1,0,0,1,2,1,0,1,1,1,3,2
WBGene00198376,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
WBGene00198796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
WBGene00198899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00199086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,2,2
WBGene00199599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
WBGene00200366,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1,1
WBGene00200487,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
WBGene00201146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201253,11,9,4,5,5,0,0,1,1,1,0,0,0,2,1,0,2,3,2,4,2,5
WBGene00201304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00201525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00201980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,1
WBGene00202091,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,2,0
WBGene00202160,0,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
WBGene00202460,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
WBGene00195330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,1
WBGene00195673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195789,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0
WBGene00196275,7,10,2,6,5,3,3,1,0,3,0,0,0,4,2,2,1,1,3,0,4,3
WBGene00196302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196708,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
WBGene00019520,175,191,114,57,166,97,49,85,48,132,35,36,3,9,16,18,11,17,16,3,21,14
WBGene00199229,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,5,1,1,4
WBGene00200003,1,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,2,0,0,0
WBGene00200627,1,3,2,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2
WBGene00201419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019522,255,297,196,177,381,180,132,195,129,257,106,71,214,215,199,275,276,307,354,153,386,210
WBGene00023322,7,4,2,2,10,7,4,6,2,6,4,1,10,6,9,15,11,13,9,2,13,9
WBGene00195983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196751,0,0,5,1,1,1,0,2,4,0,0,0,0,2,3,4,3,5,0,2,4,3
WBGene00197382,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0
WBGene00197591,0,0,0,0,0,0,0,4,1,2,1,1,0,1,3,0,2,1,0,0,0,0
WBGene00019514,88,117,61,58,90,46,14,24,7,22,11,6,69,93,64,59,77,59,77,59,82,38
WBGene00201291,0,2,1,0,0,0,2,1,0,0,1,1,0,1,0,0,1,0,3,0,2,0
WBGene00201766,7,3,0,0,2,0,2,0,2,2,0,0,0,5,2,1,2,2,3,1,10,4
WBGene00202422,0,5,1,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,0,0,0
WBGene00019517,13,24,9,6,16,6,4,5,4,11,1,2,6,10,9,4,11,13,12,4,10,11
WBGene00023486,69,86,55,73,101,42,82,100,51,112,46,52,91,109,63,180,140,124,43,17,40,34
WBGene00019518,45,65,36,41,80,27,13,16,9,17,8,7,14,24,17,34,29,31,67,32,78,42
WBGene00019519,133,143,74,82,175,92,104,154,73,165,57,55,106,166,125,164,153,182,69,34,106,40
WBGene00195528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
WBGene00200489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
WBGene00023101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00023102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010646,599,711,438,369,746,360,212,303,159,314,157,131,78,189,163,225,204,243,192,122,266,149
WBGene00010647,28,26,24,20,30,8,32,47,28,57,16,18,29,84,62,46,64,79,130,45,103,74
WBGene00010648,330,389,257,261,441,242,265,376,210,451,207,151,424,602,507,793,596,750,520,313,722,417
WBGene00010649,73,119,50,61,99,52,26,33,11,35,10,3,28,32,30,35,38,40,60,42,74,52
WBGene00195967,1,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
WBGene00010650,42,57,25,44,50,38,4,3,0,4,0,0,3,2,2,3,1,2,5,3,9,4
WBGene00086564,1,1,3,2,1,1,2,0,2,2,1,0,1,1,0,3,1,0,2,1,3,1
WBGene00010651,129,156,89,73,181,83,4,6,5,3,0,1,3,5,13,9,1,2,6,2,13,6
WBGene00010652,4,2,3,8,6,1,1,3,0,3,0,0,8,2,1,2,0,4,20,11,14,10
WBGene00010653,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,2,0,5,2
WBGene00010654,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0
WBGene00045218,88,89,59,78,106,69,50,73,39,101,53,50,63,70,53,88,84,88,61,24,79,31
WBGene00086563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
WBGene00019533,76,136,77,89,145,114,116,189,75,159,62,82,273,394,340,445,396,391,292,131,332,217
WBGene00019534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
WBGene00195048,0,2,0,3,1,0,0,1,0,2,0,1,0,5,2,5,2,3,3,0,0,2
WBGene00019529,4,12,2,3,7,1,3,7,6,8,2,5,4,13,2,7,9,6,8,0,5,3
WBGene00019532,12,20,20,13,36,24,24,40,23,34,18,23,73,64,58,95,82,88,137,56,109,48
WBGene00019537,17064,25319,12377,11885,30435,12633,13406,19241,7674,26001,7713,7413,12492,20247,13973,21903,23219,20758,16281,5874,21154,7891
WBGene00019538,11,23,5,12,29,16,21,38,17,45,14,13,20,36,35,39,44,58,85,42,110,40
WBGene00019540,10814,15291,8245,6407,14835,7717,571,632,338,931,287,341,104,283,137,335,312,276,245,69,205,94
WBGene00044293,0,2,2,0,1,0,1,5,1,2,1,1,3,2,2,6,3,3,6,1,3,0
WBGene00195004,5,14,6,7,18,6,11,10,3,21,5,3,7,7,4,14,9,6,9,1,10,2
WBGene00010655,15,19,10,7,18,16,23,42,26,29,12,14,19,27,23,24,26,33,10,11,28,16
WBGene00194919,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,4,3
WBGene00194925,37,58,36,39,66,34,4,6,4,12,5,3,3,6,7,8,7,6,5,2,8,6
WBGene00194926,7,13,10,5,9,11,24,49,16,40,18,17,21,35,28,32,44,44,55,42,134,60
WBGene00010656,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010657,715,860,459,485,1030,534,353,442,230,577,219,187,101,214,211,314,307,241,79,45,116,60
WBGene00010658,202,247,125,120,232,116,481,621,314,704,249,234,111,226,176,327,264,383,26,14,82,29
WBGene00010659,102,120,86,54,110,59,319,439,251,631,288,304,49,109,67,149,179,169,8,1,21,6
WBGene00010660,1913,2486,1566,1152,1988,904,651,838,527,979,458,351,297,842,557,693,753,799,994,691,1402,730
WBGene00185092,97,83,59,69,96,62,61,113,49,121,57,44,71,104,107,131,125,133,165,76,214,100
WBGene00185093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00194918,0,1,1,1,2,1,0,0,0,2,1,2,6,4,3,8,2,0,4,3,12,1
WBGene00019524,2,3,2,4,0,2,3,4,0,4,3,1,4,2,3,7,8,5,8,5,13,4
WBGene00019525,35,33,15,18,29,14,15,22,17,36,16,14,17,54,32,32,38,26,75,39,77,60
WBGene00019526,0,0,0,0,2,0,1,2,0,4,1,0,1,3,2,1,2,1,3,3,5,1
WBGene00019527,7,14,7,8,11,11,2,3,1,4,1,1,2,2,3,1,1,4,5,1,5,3
WBGene00195611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00045172,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
WBGene00197401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010662,4,1,6,10,10,7,5,3,3,7,7,1,1,9,3,7,6,10,33,12,19,12
WBGene00010665,27142,31145,19706,14033,29563,15411,22357,29094,18450,38144,14545,15345,11690,29458,24690,25148,29192,35340,19807,10120,27371,13336
WBGene00198475,2,1,0,4,3,0,1,3,1,1,0,3,0,2,2,1,0,3,2,1,2,1
WBGene00199487,1,1,1,0,1,1,0,0,0,1,0,0,3,1,1,1,1,0,2,0,2,1
WBGene00200706,0,0,0,2,0,0,0,1,1,4,0,1,0,1,0,1,2,1,1,0,1,1
WBGene00010666,463,556,375,297,638,368,903,1312,715,1560,672,740,916,1565,1370,1803,1926,2120,1308,540,1539,823
WBGene00010667,769,913,606,527,1133,612,1176,1643,1005,2190,985,938,1399,1772,1445,2443,2101,2583,1848,775,2107,1039
WBGene00010670,3013,3812,2411,2328,4295,2537,2593,3659,2120,4604,2024,1877,2395,3904,3566,3894,4231,4787,3657,1802,4498,2191
WBGene00045036,17,23,17,18,16,28,27,36,22,55,19,23,52,39,44,63,58,72,52,18,46,29
WBGene00045283,0,2,0,2,1,0,1,0,1,0,0,0,2,1,1,1,2,3,6,3,3,1
WBGene00014801,94,117,88,85,170,107,30,42,31,71,34,28,66,57,50,95,75,79,90,29,73,25
WBGene00197050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00197628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198316,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0
WBGene00044226,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00077703,4,13,6,1,5,2,0,0,0,2,1,1,2,2,3,2,3,4,2,1,3,2
WBGene00195174,2,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,1
WBGene00195588,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
WBGene00195599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00196405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
WBGene00044907,23,15,13,10,29,18,12,17,7,29,5,10,16,23,13,16,19,24,14,5,14,8
WBGene00199520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010672,2,3,2,2,2,0,1,2,1,4,1,1,3,2,2,3,3,8,4,1,3,3
WBGene00010673,53,79,40,37,75,52,78,91,69,161,39,59,33,76,75,70,90,143,65,25,94,41
WBGene00010674,34,49,37,24,41,21,13,21,16,30,13,11,14,30,28,26,22,33,70,21,73,32
WBGene00010675,82,116,63,55,96,59,14,29,13,31,13,10,25,18,25,23,18,34,46,24,61,17
WBGene00014427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019541,25,28,9,18,37,18,8,11,13,18,4,5,24,19,21,22,24,20,38,17,33,11
WBGene00023323,96,125,68,61,146,69,49,81,40,97,39,40,64,84,73,113,92,104,53,25,65,31
WBGene00195021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
WBGene00010680,20,15,5,6,22,15,11,12,4,18,12,5,14,20,14,18,19,22,10,9,29,19
WBGene00045012,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,1,1,0
WBGene00200940,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,3,0
WBGene00010678,3903,4906,3048,2492,5276,2813,5569,7419,4425,9706,3905,3777,3285,6231,5171,6702,6169,7709,3864,1782,4613,2350
WBGene00010679,66,58,43,35,80,73,1,3,0,0,0,0,0,1,10,2,3,2,2,6,12,8
WBGene00198209,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,3,2,3
WBGene00199166,2,0,3,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,5,2,4,1
WBGene00199779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00199819,1,0,0,0,3,1,2,1,0,0,2,2,0,1,2,1,1,1,5,2,2,2
WBGene00200419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010682,36,48,18,14,52,24,7,12,4,19,8,4,5,11,16,10,9,13,13,3,8,5
WBGene00010683,15,15,5,7,13,4,8,7,3,11,4,5,7,6,7,5,5,8,16,14,21,14
WBGene00197426,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,2,1,2
WBGene00197691,2,1,1,0,2,1,0,0,0,0,0,1,0,2,1,0,0,2,3,2,5,2
WBGene00010684,19,19,8,15,20,16,35,44,28,70,20,21,56,63,47,68,75,79,107,62,114,64
WBGene00010686,2,0,2,1,1,0,1,1,1,0,3,0,2,5,1,4,3,3,11,8,16,3
WBGene00010687,4490,5220,3588,2959,5838,3138,4779,6112,4035,8553,3897,3692,4138,6848,5571,7433,6929,8225,5037,2237,5327,2714
WBGene00014803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00050949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00077491,9,10,4,4,6,2,3,13,5,15,5,3,5,13,11,12,16,11,14,6,18,9
WBGene00077501,3,3,1,6,6,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0
WBGene00195438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00195600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
WBGene00196644,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0
WBGene00197797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014805,2,1,3,3,2,3,1,1,0,2,0,0,0,0,0,3,0,0,1,0,4,3
WBGene00010698,42,62,40,28,55,22,7,7,1,16,2,1,0,2,2,1,4,1,10,1,11,8
WBGene00164968,82,101,67,43,98,65,240,371,194,333,146,166,185,473,356,543,470,539,582,346,942,440
WBGene00010689,140,149,107,96,183,111,120,189,87,165,61,68,119,161,127,147,155,172,133,64,144,54
WBGene00010690,474,556,308,331,707,347,722,1104,538,1329,480,497,573,943,783,950,937,1019,615,251,700,338
WBGene00010691,110,132,83,75,144,69,89,173,71,154,65,55,136,157,113,177,124,138,127,29,102,57
WBGene00010692,3,11,3,2,7,6,10,8,7,6,3,4,10,9,12,9,14,7,37,14,44,16
WBGene00010693,23,33,30,18,43,24,0,4,3,7,3,1,5,10,8,5,9,6,8,3,8,1
WBGene00014428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00010704,495,580,375,302,578,310,373,475,339,504,229,234,253,620,491,413,448,493,503,290,558,320
WBGene00201488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00198712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198275,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2
WBGene00202282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
WBGene00010703,904,1047,721,575,1083,631,228,329,207,467,169,172,121,370,266,293,262,324,292,118,357,188
WBGene00194849,29,25,32,34,52,20,65,102,59,114,55,54,172,186,137,183,193,246,118,107,228,125
WBGene00195975,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0
WBGene00014430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00014435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00195917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00197700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010711,7,12,5,8,15,4,10,11,2,4,6,7,10,16,5,15,11,8,12,2,17,5
WBGene00010712,10,6,5,8,13,10,4,3,0,5,4,2,3,1,4,7,6,7,3,3,10,4
WBGene00019545,3,2,1,2,6,6,1,7,3,13,3,5,3,3,6,7,12,5,13,5,12,4
WBGene00019547,56,66,32,48,74,36,80,129,74,134,61,52,68,136,107,137,161,109,91,61,93,39
WBGene00019554,871,974,641,478,944,426,618,789,581,1017,433,491,479,1226,956,828,1026,1302,1119,660,1358,727
WBGene00019548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,8,0
WBGene00019549,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,2,0,3,0,1,0
WBGene00019550,465,595,470,327,499,251,216,297,154,328,155,121,158,257,169,323,267,386,78,49,121,66
WBGene00019551,19,32,12,8,28,9,6,4,2,6,1,0,0,4,8,3,3,2,7,0,5,6
WBGene00019552,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0
WBGene00019553,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
WBGene00044778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
WBGene00201938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019556,3,1,4,1,3,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,0
WBGene00019557,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
WBGene00019560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00019561,26,29,15,4,19,15,2,1,0,1,0,1,0,1,2,0,1,0,5,2,6,2
WBGene00019562,4,3,3,3,4,1,0,0,0,3,0,0,0,0,3,1,0,0,1,1,1,0
WBGene00019563,167,229,145,148,323,167,43,74,34,73,19,29,29,32,37,34,35,40,29,30,54,23
WBGene00023103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010715,1,1,0,0,1,1,0,3,0,1,0,1,1,1,1,0,0,4,1,1,4,1
WBGene00010717,4,7,4,3,5,2,10,25,9,19,8,6,21,19,24,40,22,27,58,24,59,27
WBGene00010718,7,4,1,4,5,3,0,1,4,3,2,1,8,5,3,11,6,9,27,22,35,16
WBGene00164969,9,16,6,10,10,14,2,6,6,9,6,2,0,3,1,4,2,1,3,0,5,2
WBGene00014436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019564,33,45,24,29,44,21,141,207,105,193,91,72,235,224,205,383,293,342,666,276,644,344
WBGene00019568,20,14,9,7,30,12,10,11,6,7,8,5,13,21,14,12,16,15,23,18,30,20
WBGene00019569,343,416,232,223,494,248,179,301,165,410,158,152,137,274,236,249,278,316,175,86,203,79
WBGene00019566,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,6,1,1,1
WBGene00019567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,2,1
WBGene00019570,0,5,3,3,2,3,2,1,0,5,2,2,1,13,3,10,3,6,19,12,12,7
WBGene00019571,13,14,5,8,26,10,3,9,11,16,4,4,9,4,14,15,8,10,43,16,31,21
WBGene00019572,1916,2568,1504,1241,2629,1240,522,771,382,919,383,334,546,786,686,776,835,892,822,434,1006,487
WBGene00197437,1,1,1,1,2,0,0,0,0,2,0,0,0,0,0,0,2,1,5,2,4,2
WBGene00019574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00019578,775,889,647,387,798,458,840,1134,815,1490,617,666,379,1003,860,849,954,1241,704,353,781,400
WBGene00010719,72,71,40,26,84,54,10,19,10,17,3,4,9,18,15,22,21,21,18,9,40,20
WBGene00010721,1242,1701,961,774,1832,935,1110,1548,873,2042,791,790,898,1786,1439,1623,1773,2054,1471,643,1932,835
WBGene00010722,73,94,59,50,121,85,71,77,49,105,35,35,59,155,134,108,102,128,220,96,304,136
WBGene00010724,251,302,169,208,324,161,311,439,257,512,207,234,322,742,582,633,686,771,802,480,1151,621
WBGene00199285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00199986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00201206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
WBGene00010726,1072,1219,813,615,1262,638,1296,1668,1126,2259,919,970,812,1881,1536,1538,1693,2049,1861,826,1916,1045
WBGene00044143,25,27,25,14,36,15,11,23,9,23,2,9,1,31,18,18,18,26,76,46,69,41
WBGene00045171,1,3,0,1,3,0,1,0,0,1,1,0,2,3,0,1,2,1,12,4,4,4
WBGene00194664,3,4,1,4,1,2,0,2,2,5,0,3,3,2,2,0,5,3,11,2,8,4
WBGene00197782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1
WBGene00019582,1,1,3,1,4,1,1,2,1,1,0,3,3,9,2,5,5,6,7,2,6,4
WBGene00198787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
WBGene00198863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00198990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00199911,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
WBGene00019583,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,2,1,4,0,0,0
WBGene00044698,493,614,423,212,453,169,322,419,253,501,146,181,194,737,599,443,518,603,1214,578,1315,735
WBGene00196719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
WBGene00197762,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,1
WBGene00198392,5,5,2,2,6,0,1,2,1,0,1,0,3,3,2,1,3,3,0,0,2,0
WBGene00019593,214,219,145,86,154,101,173,256,151,280,111,119,172,524,377,383,369,439,2590,1396,2479,1449
WBGene00044361,72,83,47,60,89,64,47,59,43,85,45,35,137,143,99,148,106,150,260,133,251,155
WBGene00019586,151,161,101,86,155,102,39,41,55,63,29,32,13,61,66,39,41,67,54,24,66,38
WBGene00019587,193,233,189,183,295,204,56,99,46,127,68,68,120,92,95,188,137,206,143,71,153,86
WBGene00019588,33,34,21,22,33,25,23,22,22,47,24,19,23,36,28,45,41,43,38,26,38,19
WBGene00019589,480,567,391,406,735,430,188,254,164,344,181,146,408,432,351,495,432,515,1381,590,1194,629
WBGene00019590,162,165,125,84,165,97,100,193,99,206,63,82,105,236,138,221,204,195,452,251,457,244
WBGene00019592,221,212,181,126,250,155,130,255,130,287,125,125,254,404,335,453,370,457,1514,715,1398,785
WBGene00010727,4026,5307,3311,2687,5646,2937,944,1353,730,1744,638,663,534,992,854,1282,1206,1361,698,318,764,389
WBGene00010728,19,9,17,18,24,21,0,0,1,0,1,1,0,3,7,2,2,0,5,0,1,2
WBGene00199641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00200431,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,1,0
WBGene00044541,9,9,5,15,17,6,5,1,3,8,1,0,14,9,7,8,9,8,13,4,13,2
WBGene00200074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00200655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
